City,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019
Lakeport,173127.7742,173220.1511,173230.5036,173231.6496,173123.5319,172447.9564,171678.1452,170687.0004,169182.6304,167673.1973,166118.6301,165297.3253,164357.754,163541.657,162494.3397,161257.664,159924.9909,158609.9103,157386.7301,156228.2294,155502.3975,155915.0261,156911.6337,158156.5244,158483.5538,158586.2086,158609.8834,158773.6765,159330.9913,159388.9584,158596.6703,157594.3376,157540.5427,159294.9182,161615.2292,164669.4313,167724.8745,170294.4204,171923.846,173369.7939,176000.4655,178694.6726,179964.4792,180459.9686,182195.2462,186237.5544,190652.2315,194219.9321,196355.9235,197494.6622,198673.0074,200578.3251,203373.8067,205257.334,205800.2782,205281.1429,205812.2396,207751.3904,210765.4526,213291.4429,214301.852,214715.6465,215567.3858,217441.3006,219629.0232,221035.4972,221508.5008,221965.5365,223609.2617,226739.6417,230217.2087,232951.376,235449.7524,237591.8347,239271.5205,240751.6264,242085.6226,243982.1033,245202.0116,246317.2966,247516.9286,249755.3937,252835.8083,255768.3175,257916.1948,259581.0073,261753.2854,264568.5833,267290.2707,269981.2436,271568.0157,273333.0644,275291.3082,277840.9991,280264.6082,282418.6339,285604.7848,288635.9162,291360.4544,293651.3817,296172.1724,298331.9186,300133.3221,301112.8169,302570.9291,303385.3799,304053.5978,304294.2807,305668.6884,307881.5767,310350.3926,311436.9548,311958.5622,311894.5391,311861.9268,311350.1975,310533.1609,309729.6119,309705.1532,309756.0507
Canyon Lake,253386.7452,255689.1841,256469.2772,257835.1078,260192.9973,261455.3699,261073.5868,258605.4164,257427.2564,255708.5431,256438.4818,257141.3036,258437.6029,257944.421,257339.0138,255707.6028,254857.3605,252782.9134,251487.9976,249879.0107,248529.3331,246792.6253,245015.4645,243935.3764,243714.0586,244156.1821,245177.0599,246729.1485,248628.7239,250661.3543,251846.3757,253076.4816,254825.2575,257478.8684,260925.6304,264578.3729,268818.5042,272282.5705,276130.0046,280733.4199,287106.619,293739.8027,299570.1248,305004.0754,310541.111,316639.1024,323171.9538,329013.968,334423.2195,339080.7192,344272.8889,349579.6963,354226.4172,357020.1431,357618.61,356667.6156,356433.3744,356788.7101,357980.6952,359320.0814,361653.3406,364401.3223,366819.6346,368979.4587,371680.5111,374319.8521,375831.9304,376420.0393,376450.603,377219.3596,378803.6435,381173.1795,384111.1199,385895.2419,386623.4028,386283.3197,386148.0087,386455.5749,386715.6975,385914.3957,383725.6862,381386.1883,379873.0381,379146.8515,380794.9964,384708.2652,390558.9765,396051.7763,400111.3589,403581.5661,405870.654,408067.8728,410375.3118,413850.1885,417909.1907,422330.7094,426072.5683,429205.7248,431889.6186,434542.5618,437958.5218,441007.0514,444689.6533,447648.5987,450052.2711,451578.669,452337.4204,452584.7136,452141.0042,452016.7175,452734.8193,453637.5258,453803.1434,454078.4782,454459.4238,454902.8519,454938.1741,455324.7026,457069.7622,459120.943
Palos Verdes Estates,1347489.712,1353051.555,1361665.326,1374853.652,1394757.033,1400323.865,1402477.877,1394358.874,1382348.124,1365835.614,1349916.411,1344815.471,1344632.196,1350270.127,1352307.062,1355043.188,1348159.526,1348752.263,1348458.768,1340816.196,1324114.108,1305791.848,1300653.984,1299648.263,1299285.794,1295777.125,1291799.369,1289113.859,1292105.287,1298565.613,1303939.922,1316945.742,1334856.78,1361032.951,1390093.05,1417820.862,1435124.225,1432958.864,1423787.293,1419984.554,1428724.87,1445986.557,1461808.783,1483712.255,1506776.065,1540507.214,1571192.396,1598322.577,1608753.945,1605239.228,1596817.329,1595576.782,1598108.632,1603505.876,1607350.899,1619416.911,1638896.665,1662534.181,1692119.894,1715220.188,1733486.55,1737481.928,1732405.034,1717932.639,1705822.2,1699340.312,1681222.023,1652331.32,1616956.162,1593441.049,1571803.975,1548236.484,1546911.119,1572556.632,1613846.088,1648721.55,1671952.631,1694728.693,1685058.591,1655145.42,1615050.197,1599041.845,1593971.586,1598949.932,1622258.646,1667337.849,1714842.945,1752317.457,1774834.554,1794200.695,1783239.777,1763319.451,1734668.294,1731205.796,1733854.824,1743022.009,1765925.669,1799264.118,1834046.674,1858371.106,1876364.863,1889489.883,1902533.859,1923369.128,1954901.913,1990224.652,2017447.769,2033815.134,2027476.563,2002368.405,1971961.55,1953488.272,1944376.927,1936438.431,1932271.442,1938263.164,1954102.242,1972111.532,1986030.052,1993818.369
Coarsegold,176074.9857,176310.5465,176491.5105,176192.4224,175646.2834,175025.8089,174386.1661,174462.7175,174666.1656,174921.4349,174377.8199,173636.4142,172989.8351,172510.7645,171880.2712,171011.7598,170010.2206,169135.3099,168406.4684,167728.3514,167125.0011,166570.0484,166251.1658,166195.2627,166332.6624,166515.9328,166744.342,167183.3741,168003.214,169337.7646,170640.8485,171693.9979,172691.7761,174045.4503,176139.2342,178391.3224,180155.1914,181177.5501,182072.2618,183638.1279,186091.3308,189151.8505,192113.5589,194724.2109,197179.8347,200032.4037,203226.816,206079.7263,207942.042,209043.3511,210069.2001,211401.9149,213430.6263,215181.1836,216793.1173,217514.6607,218398.2027,219019.1955,220579.877,222599.2863,225209.8079,227045.5678,227955.2661,228583.6899,228883.3685,229308.3523,229377.2342,229740.0777,230550.6035,231954.6547,233631.6962,234825.9687,236077.1373,237227.5845,238174.2898,238860.9794,239215.1562,239274.4139,238755.2217,237838.7201,236909.9826,236050.6867,235601.6941,235045.3332,235294.5526,237109.5636,240695.1588,245119.1178,248692.1836,251808.8594,254236.7344,256918.9954,259767.0841,262996.0602,266476.6171,269878.8532,272991.6108,275224.9592,277594.6333,279412.9402,281482.9144,283113.2477,285342.0904,287112.0248,288340.6691,289202.014,290142.2611,291468.5921,292180.5884,293063.0963,294263.7528,295312.1174,295741.1875,295277.8871,295007.3183,295133.8697,295653.926,296953.8113,298811.595,300856.4819
El Sobrante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446468.5952,447734.4386,448505.3396,450318.4076,452731.2463,455565.5449,458210.1987,459042.5332,460788.6142,464016.8922,468987.6889,473970.2305,477818.5138,481171.2842,484421.8265,487529.428,491176.3938,493397.3911,495546.4234,497295.0093,500333.5881,504210.516,509054.2095,514485.05,520141.9942,525420.4104,529874.7748,534991.8737,540415.0852,544422.7484,545790.4328,545061.6607,544569.768,544892.9921,545847.3522,546717.9292,547622.0163,549093.3401,550428.7925,551441.2926,552217.8179,553821.3104,555345.8847,557122.4339,559286.8374,562691.6612,565255.267
Big Bear City,180744.3988,180955.1106,181079.7651,180907.4285,181692.923,182033.1532,182650.8476,181247.4174,178084.2118,174290.3782,170854.1268,168697.623,166495.3706,165022.1576,163290.3918,161893.1399,160489.2464,159263.0206,157799.911,154338.9184,150812.27,147464.7275,146176.9878,144794.2631,143459.1091,141594.5005,139765.0064,138025.6063,136848.4757,136396.6425,135683.5062,134756.53,134586.2241,135926.0888,138468.3597,140682.0986,142480.2917,143511.3436,144519.0709,145549.3584,147350.8659,149383.8882,150640.25,151567.6123,153052.6242,156251.4532,159951.8435,163219.5944,165660.5191,167422.0862,168968.5426,170412.9447,172075.6107,173099.3518,173400.9349,173257.6624,174056.4036,175834.6477,178179.818,180397.3963,181863.4917,182685.8252,182820.673,183348.4809,184205.8382,185226.2562,185681.0829,185689.8051,185672.072,185670.4276,185399.4213,184725.5331,185370.1085,187539.4829,190381.8567,193138.4424,195184.7235,197471.8396,198611.8794,200180.9253,199614.387,197837.971,194407.5264,191923.7964,191921.2891,194470.3692,199705.6887,205338.6917,210226.0578,214120.3898,216553.8451,218962.9342,222460.5251,227742.5729,233778.4025,239381.6738,243620.6585,246232.6115,247371.5143,247742.2134,248320.3468,248595.5189,249469.2585,251010.444,253330.3952,256111.1873,258219.1846,260009.1353,260604.6928,260211.8918,258822.677,257161.708,255844.3974,254520.3452,253283.1128,252542.7025,253011.775,254592.7181,256863.6335,259092.3233
Live Oak,112347.3827,112084.4129,111727.6655,111446.7417,111085.6068,110658.9153,110232.2509,109962.6037,110169.9203,110466.124,110648.1365,110455.6868,110033.0577,109610.7853,108996.4199,108436.2476,107843.4487,107277.274,106778.5337,106485.9754,106316.4229,106209.1714,106139.8406,106212.8327,106285.0992,106494.8296,106924.163,107656.272,108141.4975,108218.0229,108594.3964,109297.2371,110471.1266,111223.341,112021.7646,113033.5416,114233.3348,115749.8577,117987.9858,121153.0666,124714.7202,128013.518,131791.737,135587.8392,139300.9896,142378.2324,145047.2705,147150.0162,149108.2917,151448.0233,154574.593,157734.7846,160859.121,162949.4443,164713.3459,166104.2855,167863.6593,169104.983,169982.5677,170369.597,170779.8794,171407.8268,172809.7932,174489.9965,175955.0504,176828.0094,177889.6798,179151.2839,180656.0434,181906.9733,183048.7162,183975.5839,185224.9181,186794.4276,188725.0796,191156.0561,193634.8609,195608.5983,196909.0194,197751.3903,199170.6083,200826.3572,203252.7537,205787.8186,208173.5652,210468.399,212606.1687,214938.684,216952.0837,219103.6589,221084.105,223267.19,225327.1167,227057.1185,228733.5617,230593.195,232992.1259,235338.3174,237913.8496,240194.6603,242317.647,243851.0997,245056.4384,245729.0286,245962.5223,246193.7515,246549.0946,247622.0513,249090.2993,251025.5116,252781.81,253895.8708,255089.6491,256502.5961,258179.8567,259939.0905,261533.8344,263597.6121,265668.8878,267357.8412
Piedmont,1184803.905,1197487.021,1208961.593,1213474.336,1225679.782,1239845.054,1250170.986,1238813.099,1217882.727,1198872.907,1201459.732,1208095.17,1213496.703,1210045.081,1207888.682,1204658.815,1197021.834,1185455.785,1187259.839,1180032.012,1175669.166,1162364.962,1162111.739,1165974.964,1164803.686,1161406.42,1152729.127,1146460.99,1149554.474,1158626.407,1162808.738,1170862.147,1185287.762,1215481.243,1241503.349,1261710.56,1278196.549,1293240.646,1310923.097,1329545.558,1357829.748,1383327.736,1394154.933,1399794.757,1405369.89,1422664.977,1437818.535,1455050.692,1472287.912,1485750.002,1498996.429,1515789.832,1538428.428,1554768.353,1550533.587,1545265.677,1548224.51,1569991.543,1593967.39,1617114.901,1645248.679,1673920.211,1699530.436,1719634.212,1738995.308,1759763.412,1764271.586,1765893.994,1771531.528,1794708.971,1814368.335,1827618.059,1842032.101,1864502.774,1885791.506,1898869.799,1898925.07,1891562.075,1866847.574,1851050.02,1839297.548,1846708.075,1846032.443,1851467.748,1859808.359,1879184.115,1897222.568,1914618.124,1924193.063,1934380.889,1936601.061,1949670.146,1962163.319,1979990.183,1993548.898,2014195.711,2044864.578,2071283.376,2087066.822,2095766.05,2101667.509,2110570.2,2104349.565,2103124.711,2099798.577,2109502.714,2109985.622,2110352.008,2106158.87,2097762.793,2091115.5,2089579.463,2088447.799,2082578.785,2077209.719,2082426.227,2092305.345,2094239.132,2090726.633,2079775.881
Orosi,118161.1909,116992.0135,114625.638,112222.85,111588.9232,110576.1574,108325.395,105417.6242,103364.8305,102375.7454,101852.8602,101082.5809,100640.0997,100279.5019,100264.2651,100180.4975,100340.1775,100764.4818,101455.2568,101596.2561,100708.1537,99008.93345,97674.68078,96654.75008,96651.44855,96835.50356,97112.64388,96929.7123,96671.44556,97093.70987,97146.53805,96968.88305,96840.08291,97363.99638,97937.66823,98690.7894,99575.5517,101118.7762,102682.1526,104254.5534,105837.6701,107459.7452,108811.3802,109180.9017,109502.256,110668.6115,112470.2367,113824.1383,114680.4959,115917.254,117634.6027,119324.7341,120679.9537,121816.155,122904.1598,123424.1974,124031.8056,124847.8176,126201.2648,127635.9859,128438.2651,129372.4444,129777.4498,130531.79,131012.7139,131768.1202,132603.2683,133325.8997,134039.9253,134405.3446,134167.8064,133553.7192,133546.4715,134730.5126,136386.4348,138552.7519,140709.3327,142751.3118,144089.5288,145244.9422,146836.7043,148830.7013,150778.4592,152669.9882,154297.0153,156668.697,158629.9037,160572.3458,161450.684,162326.9111,162911.3828,163722.2506,164413.9495,165583.9629,166433.0457,167371.1389,167479.9157,167803.9039,168489.4111,169270.8907,169993.4923,170310.5029,171005.8496,171525.9854,172184.6617,172749.3638,173543.6557,174675.9524,175908.0369,177402.6557,178892.6484,180274.4265,181303.9715,182136.5777,182711.4363,183076.5973,183528.056,184714.8492,186516.5168,188369.1501
California City,73207.05427,72658.10573,71966.43487,71800.12247,71713.29962,71529.53503,70584.11083,69386.70817,68424.02427,67888.79459,67491.42234,66985.75302,66816.8178,66440.75668,66166.2128,65719.60312,64952.28635,64127.76088,63226.53642,62636.65867,62008.12543,61479.92462,61055.05374,60966.08554,60878.01992,60626.93711,59933.81271,59003.55357,58577.0938,58900.41876,59522.25336,59884.14255,60017.46229,60116.80968,60334.81615,60581.72069,60821.19417,61090.25519,61495.13238,62588.29101,64228.42292,65967.60887,67292.38564,68541.13226,70013.96826,71868.45899,73580.19887,74901.88573,75962.91453,77023.81444,78251.08628,79657.82911,81061.25568,82510.65741,83692.30317,84675.24217,85496.14454,86167.28706,86729.38356,87250.48753,87703.79839,88125.26558,88450.20778,89024.08078,89936.27502,91081.51807,92139.81889,93239.90271,94289.02627,95649.30396,96586.00196,97469.36512,98171.49706,99239.1312,100350.0657,101698.6999,102991.5004,103956.0107,104666.3998,105576.4254,106807.9004,108360.0466,109810.1485,111435.9079,112939.9593,114518.954,116205.0151,117779.8862,119056.7338,120198.1009,121396.5565,122871.785,124541.4241,126684.8454,129222.2533,131812.3926,134206.0398,136441.1744,139082.7839,141571.1502,143936.9149,145743.3015,147578.9798,149265.2131,150826.3461,152003.0976,153231.7312,154730.1841,156883.8619,158969.938,160678.1439,161404.7282,161717.982,161982.4655,162321.7874,162733.7816,162940.6757,163509.6379,164613.3572,165830.4692
Kelseyville,157993.845,157674.3552,157372.5478,157177.411,157047.393,156623.2968,155984.0995,155167.0807,154169.8682,153262.5393,152419.6092,151730.3221,150853.6861,149916.7938,148914.051,147903.4745,146841.5902,145729.0764,144697.1689,143753.8971,143029.0714,142960.7056,143316.6855,143930.7638,144016.2108,143809.8115,144053.1622,144862.3788,146071.5465,146792.6941,146983.0179,147180.8597,148012.8313,149503.0935,151783.5517,154527.9442,157338.158,159228.7288,160480.1278,162378.4847,165820.435,169796.2987,172451.7999,173877.5172,175132.7132,177551.0117,180236.0892,182716.6826,184362.2299,185404.2737,186325.3267,188011.8247,189976.1746,191441.3535,192499.4747,193572.1547,195592.3667,197566.6172,199731.2107,202036.618,203864.1762,204996.5689,205813.184,206885.75,208767.6143,209941.6717,210686.834,211523.7043,213203.8634,216049.654,219225.552,222194.165,224842.7382,227150.0562,229047.7817,231176.0364,232985.4221,234520.339,235438.7176,236553.6381,238668.9265,241731.4493,244832.0003,247758.4438,249739.7822,251822.2282,253580.3842,255286.0463,256867.4754,258314.6007,259838.7796,261839.39,264619.198,267435.6486,270052.311,272418.4566,275689.99,278368.8722,280688.2671,282383.3281,284270.1912,285496.9473,286660.3716,287398.209,288581.4336,288861.6638,289084.5711,289444.7017,291275.0568,294174.4713,297566.6136,299397.1461,299920.4756,299188.0108,298578.1741,298034.8068,297847.1089,297850.9006,298203.1542,298213.3141
Signal Hill,358899.3796,358308.6455,357122.6477,358432.7396,361121.5458,362175.0632,361025.2674,357368.4809,352140.2271,346994.8119,342667.1874,340026.8664,337431.3117,335563.8497,333471.1226,331476.5872,327671.2372,324706.4081,321270.9512,317002.7967,311563.3714,306980.1065,305114.3489,304030.1078,302811.6217,300769.7505,297794.334,294760.4451,292198.6372,291220.4088,290736.7335,291538.1532,293096.2185,296195.7476,300468.9405,305320.3243,310442.8108,313959.7295,316403.4159,318319.7886,322155.5795,328656.0284,335979.1399,343725.7123,351728.5608,360911.5394,368693.6434,374809.8383,378284.2145,381388.2619,383832.8669,386844.6238,389750.0979,392040.3913,393398.329,394910.5128,398161.0122,403148.6674,408680.6434,413617.5957,416620.7915,418272.9611,418692.4131,419727.1486,421471.1167,424037.6804,424889.8037,424025.2264,421254.6173,418995.3476,416526.7595,414607.2061,416722.1451,422921.5027,431229.7044,437401.9221,440557.7905,442368.786,439688.1198,435203.3026,429544.3518,426351.8867,425300.7152,425717.3812,430891.3097,439035.3983,448090.5124,454766.6388,459159.3775,463492.2153,464195.4038,463025.6247,460279.5509,460098.9602,460882.2467,463392.4893,469223.5423,478326.2459,488532.3996,497062.263,503979.4565,509034.4642,514251.1854,520368.3713,528419.0276,536069.0625,542038.2021,545972.1235,545692.2126,541465.6357,534859.0349,529465.679,525305.8262,522151.4445,521651.1775,524627.3951,529655.7704,534019.9403,537390.3317,540539.4067
Thermal,80510.44762,80567.85482,80443.87188,80303.82321,80145.98174,79708.23845,79158.28643,78519.09069,78130.83472,77679.85427,77410.78463,77288.11672,77228.79585,76830.01982,76131.66328,75465.71211,75018.12121,74435.14083,73667.19748,73084.82625,72760.13211,72575.17165,72362.25383,72729.55906,74221.53184,75726.50429,76521.59441,76575.24956,76865.57413,77198.48309,77069.88196,76737.13467,77172.27656,77839.94719,78456.37546,78575.88846,78691.28375,78772.21951,79184.0166,80327.26888,81915.79817,83719.14092,85015.4322,86317.22906,87275.7559,88379.41829,89355.32699,90317.29691,91318.5048,92188.38071,93172.63674,94141.44896,95067.23233,96202.3821,97522.59851,98997.10103,100208.2065,101212.9264,102365.4365,103361.2599,103689.3124,104038.5731,104753.4223,106470.8907,108369.7513,110107.5629,111776.9311,113676.2797,115872.7437,118372.457,120744.3947,123016.4299,124353.4703,125069.1843,125337.9396,126041.2148,126848.5018,127845.1039,128418.024,128923.0771,129293.8084,129783.4628,130573.7336,131475.5831,132529.4192,133691.7442,135126.196,136540.1163,137895.1717,139124.0949,140459.1282,141703.6546,142859.6328,144228.7583,145734.8599,147458.1595,148905.2948,150425.4391,152090.1517,153837.1924,155333.9414,156128.3239,156913.9887,157219.6991,157516.1239,157693.8462,157907.4484,158248.0695,159036.9513,160356.0568,162033.7824,163009.4574,163589.248,164106.6882,164712.4313,165464.7875,166007.7715,166702.5029,168046.9949,169362.2034
View Park-Windsor Hills,454001.3158,450233.4703,448668.7598,448967.0886,451154.795,450462.6837,448919.0066,444067.0116,438246.0894,432551.145,428711.5931,427458.3563,428043.2665,428662.4158,428242.0684,427108.966,423845.716,422467.6034,421186.7783,419165.9393,415283.573,411207.837,410980.8127,411420.1272,411956.7886,408670.3063,402635.4564,395651.2635,391765.2407,391663.9704,395248.9551,402136.754,410991.87,419993.8253,427881.4611,434999.0778,439161.3736,439375.184,436625.0287,435651.5307,440329.9921,448858.1479,459510.6732,470883.1362,483055.1378,495001.4209,504835.583,512729.996,515540.5358,514138.082,509716.6908,507494.9382,508718.1591,513598.8805,520669.7055,528299.4643,536847.7519,544917.3126,553893.4299,562332.553,568196.7815,570285.3034,569031.0382,568298.1592,568774.2581,572187.3244,573504.0943,572070.8322,567285.8944,562984.7568,558776.34,554846.5373,558980.1782,571258.2814,587673.3198,600735.6088,609859.3453,618632.3158,618935.7899,612241.656,599287.0339,590565.1542,587049.5722,588224.6097,598892.4929,617415.8101,641595.9376,661200.1245,676013.0095,687742.825,689069.3124,683644.8365,673762.1008,670251.9839,669733.0444,671689.5389,680424.2732,696958.5326,718744.0858,739628.6409,756096.4997,768181.6713,781116.4779,800032.4587,824901.3583,849151.8411,868178.3166,879330.9436,876500.7401,864674.6416,851182.3417,844956.2894,841597.5277,839159.1884,841341.3001,852578.1257,869498.731,889021.6162,906233.5655,920777.2161
Ione,176258.6132,176075.0169,176029.5138,175863.8891,175685.2993,175063.5063,174219.8695,173044.3864,171891.431,170588.923,169465.5124,168491.9169,167690.8229,166973.1422,166013.4278,164857.9685,163712.5741,162628.4607,161758.5514,162079.6382,162952.4368,163987.6781,164091.0164,164201.7785,164304.532,164378.5288,164540.338,165261.3659,166095.9718,167685.608,169109.7458,170443.0504,171233.1716,171956.3424,173167.7251,174598.524,176472.667,177808.4827,179380.5224,182194.09,186879.6078,192591.6384,197090.4723,201098.2027,204551.6526,208591.2876,212184.2284,215348.9615,218477.5742,221414.2733,224204.2539,226529.9859,229167.4557,231522.9603,233328.4302,234929.4652,236602.1574,238258.9858,239848.8728,241865.0834,243812.384,245203.3572,245951.1948,247318.5172,249477.8896,251510.0637,253353.4245,255189.2767,257713.6904,260332.2803,263267.9767,266468.5552,269611.6819,272303.0404,274799.4921,277579.4394,280514.7063,283013.8859,284627.3372,286002.4936,287565.6671,290044.64,292782.5416,295702.9112,298445.2708,301272.8099,304367.483,307158.5321,309420.7431,311113.4287,312657.084,314265.1611,315776.0604,318255.8748,320967.3268,324306.9195,327201.4893,330323.7934,332789.0981,334749.5153,336019.5019,337043.1918,338269.6263,339501.5853,340792.6424,341941.3128,342597.7137,342842.2865,343443.8706,344546.7281,345983.2332,346457.382,346317.4751,346230.252,346188.6516,345938.5166,345608.4666,345916.8718,347668.1809,349580.9206
Hillsborough,2073188.779,2075397.182,2069600.311,2075887.064,2095059.106,2112366.651,2123063.796,2139958.762,2112600.567,2075816.77,2029166.139,2024360.259,2021616.629,2013595.092,2007481.039,2013476.104,2022244.71,2021129.32,2010604.107,2007086.348,2029947.001,2070998.88,2110949.923,2135134.23,2158134.376,2196300.694,2250414.307,2313166.968,2382957.625,2439316.059,2486895.666,2521785.984,2566238.436,2610856.886,2651222.158,2681660.701,2718743.124,2757969.931,2810837.928,2863443.845,2923053.862,2964795.467,2988859.96,3001145.472,3026907.918,3065065.506,3111924.539,3157974.253,3202399.186,3237607.998,3264092.097,3287646.102,3308739.697,3323237.081,3324608.115,3328797.011,3359707.476,3412028.415,3484829.677,3539040.595,3590875.112,3628608.138,3667482.862,3700809.146,3736686.283,3766272.23,3773246.513,3769172.976,3776580.657,3796087.477,3829480.407,3858711.004,3914294.533,3977626.89,4028072.367,4055705.705,4047908.032,4017287.563,3957149.464,3892044.581,3847005.068,3830485.991,3833916.483,3860221.993,3878446.72,3912881.387,3929276.228,3961596.109,3985902.023,4017398.943,4034290.689,4027679.89,4026194.875,4034072.299,4062046.092,4101973.839,4163410.503,4220502.318,4254312.031,4276986.024,4294617.31,4313137.396,4301372.05,4293575.833,4300005.937,4327049.264,4346637.234,4336565.138,4303651.854,4250708.234,4193717.353,4155537.741,4132561.536,4129127.635,4147121.532,4182306.335,4227617.092,4243293.621,4254498.05,4256221.245
Solana Beach,812252.8797,815723.0277,819962.3371,826243.3512,828519.6449,829187.8719,829368.8754,830520.627,823113.3612,809698.6024,797323.7819,794934.0156,796347.8307,796913.0952,796097.1278,795203.7575,795329.6674,796139.6897,797492.911,792312.1848,785611.6051,778317.4176,776552.9324,775181.6975,776460.6792,777870.6413,780160.3783,780763.8165,782607.3452,787374.8144,786203.3146,785232.0644,784673.1341,792365.4541,803533.4307,813766.2121,823544.1815,831593.4738,840420.0131,852134.5525,866041.0202,882246.8652,891235.039,898817.731,906951.4934,921755.3261,935593.2663,944676.8322,951507.4648,959937.561,971585.0098,984781.2034,997010.13,1007189.607,1006282.795,1000831.541,997040.9653,1006560.052,1024100.049,1042692.637,1057791.876,1069370.172,1081306.573,1090742.682,1100646.673,1106751.538,1104591.682,1101112.617,1099633.736,1108966.612,1119814.803,1130688.178,1146746.375,1165635.669,1181503.279,1188228.992,1186808.831,1185220.436,1176333.671,1169181.11,1163437.291,1167468.768,1176022.373,1188454.966,1201042.762,1212457.434,1219786.927,1228173.984,1235553.363,1246255.764,1252811.285,1258094.575,1261107.274,1268070.072,1274590.174,1283416.843,1292176.389,1300134.78,1302341.208,1303350.472,1307044.624,1312797.781,1314096.089,1314314.627,1315110.176,1320552.983,1324645.675,1325310.316,1323390.653,1317055.947,1313217.44,1310478.426,1309677.655,1308931.957,1305534.231,1304383.579,1304771.26,1308331.943,1311554.198,1314821.548
Sierra Madre,665200.8269,667021.8834,667105.246,669757.9713,674648.3662,675156.5456,672881.8071,666112.3959,656686.5389,646481.1695,637254.297,633773.6773,632645.6719,634379.7398,634391.5903,634760.6907,631186.9132,630325.5537,628531.3027,625152.1788,619117.3372,612505.6548,611179.5728,611321.0277,611679.0701,610149.9666,607752.921,606035.4025,605792.518,606979.9476,609688.7292,616616.7561,626274.3986,638936.5694,651442.4268,663017.2138,669158.6586,669788.1345,666534.9065,665986.6771,671507.8639,683403.732,696590.4245,709820.706,722530.0791,737156.9625,748923.4252,760683.396,766803.0804,770440.698,771155.1834,774634.2452,778132.2141,781466.542,782128.264,785677.7762,791717.1486,802143.5533,814722.401,826648.7852,832172.0948,832650.1955,830006.4857,829425.3587,829347.0957,829829.919,823734.2339,814561.979,801384.1201,791992.2536,782602.4166,774401.7836,778948.3337,796791.5871,820674.3601,837057.8758,844703.5597,850491.6825,846741.708,838254.5407,827999.342,825053.1921,827590.2198,832959.2868,847418.8243,868643.8994,891453.8713,907062.5593,915683.1154,921992.7017,919250.0344,913663.3401,906814.9109,908937.6594,912546.7899,916499.7373,924648.5956,937542.8354,953308.4369,967849.9377,980912.2872,988563.5103,993866.3389,1002379.254,1016883.131,1033313.194,1044566.332,1050539.234,1046325.302,1031548.82,1013853.215,1000546.49,994878.6828,991303.2242,992209.5702,996619.6622,1004843.618,1013827.047,1021996.957,1028189.286
