Year,City,% All Families,% With related children of householder under 18 years,% Householder worked,% Householder 65 years and over,% Householder 65 years and over,% less than high school graduate,% High school graduate,"% Some college, associate degree",% Bachelor's degree or higher,% No related children under 18,% 1-2 related children under 18 ,% 3-4 related children under 18,% 5 or more related children under 18,% Family size 2,% Family size 3-4,% Family size 5-6,% Family size more than 7,% No workers in Family,% 1 workers in Family,% 2 workers in Family,% 3 or more workers in Family
2011,Davis,11.4,10.9,9.0,0.0,3.5,89.4,25.7,24.5,4.1,11.9,8.9,37.2,0.0,9.0,13.2,14.2,0.0,17.6,14.9,9.3,0.0
2011,Downey,9.3,13.6,8.7,3.8,9.4,19.9,10.5,5.8,1.0,3.9,15.6,7.9,0.0,5.0,12.7,9.2,0.0,11.2,18.2,5.2,0.0
2011,East Los Angeles,28.2,37.1,24.4,16.7,17.4,33.7,25.8,18.8,3.0,11.1,36.7,36.7,48.4,19.0,35.1,26.2,26.4,54.5,41.1,11.7,11.6
2011,El Cajon,19.2,26.8,12.2,13.8,8.3,33.5,22.9,11.8,8.1,10.8,21.0,37.7,82.1,10.3,23.1,25.6,65.9,45.8,20.1,7.5,3.0
2011,Elk Grove,6.0,8.4,3.9,4.3,4.8,15.6,8.9,7.2,2.0,3.3,7.8,8.3,75.7,8.2,4.3,4.4,16.5,17.3,9.5,1.8,1.2
2011,El Monte,23.8,33.4,23.5,7.0,11.5,31.3,24.3,12.8,10.3,11.8,24.2,54.9,100.0,16.5,21.5,34.4,26.3,50.1,31.4,11.1,5.4
2011,Escondido,16.3,18.0,7.5,7.7,4.0,27.1,10.8,18.3,4.1,14.1,12.7,37.3,21.6,13.7,14.4,29.2,16.2,57.9,15.1,3.0,9.4
2011,Fairfield,11.5,18.0,10.4,5.9,5.6,50.2,13.4,4.9,5.0,2.8,13.8,31.0,100.0,8.1,8.7,24.7,22.0,27.1,18.2,3.4,4.6
2011,Florence-Graham,33.8,37.7,28.2,28.1,18.7,34.4,36.3,27.4,0.0,22.6,32.1,46.9,51.5,37.1,37.3,31.7,10.9,79.0,43.5,20.9,2.4
2011,Folsom,1.6,1.1,0.9,11.1,N,N,N,N,N,N,N,N,N,N,N,N,N,13.5,1.0,1.0,0.0
2011,Fontana,12.4,17.2,8.9,5.4,4.7,24.7,14.0,7.8,3.9,4.5,12.3,29.7,34.3,7.3,10.9,18.5,18.0,54.6,19.2,3.5,2.4
2011,Fremont,4.2,5.3,1.6,1.9,3.5,14.1,7.8,4.0,2.3,2.7,4.3,11.3,0.0,3.0,4.0,5.0,21.3,20.1,5.9,0.3,3.1
2011,Fresno,23.8,33.7,18.4,5.4,9.0,40.0,28.4,20.0,5.4,9.6,29.6,41.6,58.3,15.9,24.9,34.6,35.8,49.4,30.0,9.3,8.3
2011,Fullerton,13.7,22.5,12.3,6.7,5.9,49.2,26.6,7.7,3.2,4.6,14.0,45.7,100.0,6.5,11.8,30.5,55.9,23.9,21.2,6.8,5.5
2011,Garden Grove,14.3,22.4,10.7,5.8,5.8,28.4,22.3,7.4,4.7,4.5,18.1,33.3,52.1,8.5,13.1,24.4,16.6,28.8,22.4,8.3,3.5
2011,Glendale,11.3,16.6,9.4,6.4,7.2,15.3,19.3,12.8,5.3,7.5,15.9,19.9,38.9,9.5,13.0,8.9,21.9,22.3,14.6,6.4,1.6
2011,Hawthorne,19.1,25.6,11.1,13.8,9.4,32.1,8.8,18.5,9.8,6.9,23.8,32.2,0.0,15.0,20.2,24.2,0.0,54.0,26.7,4.8,7.4
2011,Hayward,11.3,16.4,7.6,6.3,2.6,19.1,12.3,7.3,8.9,5.3,13.1,30.4,17.4,9.6,12.1,12.5,11.4,28.5,21.6,3.6,0.0
2011,Hemet,21.2,28.0,17.2,13.6,13.6,27.0,29.6,16.5,8.5,14.7,28.6,28.0,0.0,20.9,21.4,25.6,0.0,29.8,23.6,5.7,0.0
2011,Hesperia,18.8,24.9,11.2,6.1,6.4,44.8,10.8,15.2,4.9,10.8,23.3,31.3,0.0,15.3,13.6,35.9,21.6,38.6,22.5,8.6,0.0
2011,Huntington Beach,6.8,11.2,5.7,4.0,2.7,23.6,9.8,6.5,3.6,3.8,8.9,25.2,0.0,5.2,9.6,1.7,24.5,15.3,9.6,2.4,3.4
2011,Indio,18.6,24.7,12.6,6.0,7.4,30.7,27.6,8.3,4.9,10.5,18.9,39.1,16.9,15.0,16.7,30.7,19.0,33.2,27.4,2.1,0.0
2011,Inglewood,20.0,29.0,18.2,5.1,9.0,41.0,9.8,14.5,11.3,7.7,21.7,54.4,100.0,13.9,18.2,30.1,60.7,44.4,26.6,6.7,5.8
2011,Irvine,5.4,6.7,3.2,0.0,0.6,27.4,10.8,10.9,2.4,3.9,5.5,13.9,0.0,4.8,3.9,13.9,0.0,26.5,7.0,1.4,1.9
2011,Lake Forest,4.3,6.7,2.0,3.6,2.4,15.4,0.0,5.4,3.1,1.4,6.4,8.1,-,3.0,4.9,6.6,0.0,23.0,8.1,0.8,0.0
2011,Lakewood,4.8,6.9,1.3,6.7,3.7,12.7,6.0,3.6,1.8,2.7,2.4,24.6,100.0,2.3,3.1,12.8,33.2,26.7,2.9,0.0,6.4
2011,Lancaster,16.5,22.8,6.3,11.1,15.1,27.9,17.8,14.6,6.1,8.1,20.9,22.6,60.8,10.1,17.1,22.5,28.9,59.9,12.6,3.6,0.0
2011,Livermore,5.2,7.1,4.1,1.2,7.2,25.3,15.6,1.4,1.0,N,N,N,N,1.0,6.2,12.7,12.4,4.1,14.6,0.5,0.0
2011,Long Beach,17.1,24.2,12.6,7.5,11.6,35.7,20.8,13.5,3.9,7.3,20.0,38.3,27.6,8.9,20.1,28.4,4.7,43.5,23.8,6.7,2.0
2011,Los Angeles,18.4,27.6,13.8,9.5,9.0,34.5,21.9,14.5,5.0,7.9,23.6,40.5,55.0,13.4,18.9,27.0,27.6,43.5,26.5,7.3,4.4
2011,Lynwood,22.7,28.9,16.1,13.4,6.4,30.6,14.6,18.4,0.0,5.5,21.9,45.1,8.8,16.9,23.7,20.1,32.1,62.5,32.0,10.3,8.4
2011,Manteca,8.7,13.4,8.3,4.3,7.1,11.9,12.9,7.2,0.0,1.6,9.1,28.3,0.0,1.6,10.3,26.7,4.7,9.4,15.6,1.6,3.2
2011,Menifee,4.2,5.9,4.5,1.6,1.9,9.4,3.1,3.4,5.9,3.1,5.7,4.1,23.6,4.7,3.7,2.7,12.2,2.0,7.9,3.2,2.5
2011,Merced,22.5,36.1,14.4,12.8,7.3,40.0,13.0,24.5,2.3,4.2,27.1,57.9,62.9,8.0,25.7,46.0,36.9,52.8,26.5,11.2,6.4
2011,Milpitas,4.3,6.7,1.8,1.8,0.0,7.7,17.6,2.5,1.2,1.6,3.6,20.8,100.0,4.4,3.0,9.2,9.7,20.4,2.9,3.1,0.0
2011,Mission Viejo,3.9,7.1,2.3,0.7,0.6,17.5,14.4,2.1,1.2,1.0,6.4,12.6,-,3.2,4.3,0.7,23.0,7.8,8.3,0.6,1.2
2011,Modesto,19.9,30.2,13.5,7.9,8.5,31.4,29.1,16.9,3.8,8.8,26.8,34.6,62.2,12.8,22.4,32.7,28.0,39.3,27.3,4.9,1.5
2011,Moreno Valley,17.6,24.1,11.5,14.9,17.3,30.6,18.6,14.7,6.2,5.9,18.9,37.7,15.8,11.2,16.0,29.9,11.0,52.5,21.3,6.4,2.6
2011,Mountain View,10.6,13.5,6.0,12.3,4.8,32.8,28.7,1.4,6.5,7.6,11.6,25.4,-,11.0,8.8,18.2,0.0,44.9,8.8,3.9,0.0
2011,Murrieta,4.2,6.0,1.8,5.0,2.9,26.5,0.0,5.3,1.4,1.9,4.2,12.1,0.0,3.7,4.3,5.7,0.0,22.3,7.0,0.0,1.8
2011,Napa,8.6,15.3,4.6,0.0,4.6,28.4,5.5,2.7,1.5,3.2,10.4,10.9,93.4,4.0,5.6,21.4,61.7,25.0,8.4,5.0,1.8
2011,Newport Beach,7.6,9.7,5.2,4.1,2.4,21.9,9.7,19.5,3.7,5.9,10.2,5.4,-,7.9,7.8,4.3,0.0,14.2,7.1,6.3,0.0
2011,Norwalk,13.2,15.1,5.1,6.5,9.0,27.9,15.3,6.3,3.3,10.6,14.0,20.3,8.0,16.6,10.3,13.7,18.7,49.5,20.2,2.9,0.0
2011,Oakland,17.2,25.2,12.9,6.7,8.7,35.1,21.9,16.0,5.0,8.8,21.3,41.0,28.2,12.2,19.8,27.0,19.3,38.1,23.3,6.2,1.7
2011,Oceanside,9.6,12.1,6.9,5.0,8.8,15.8,14.1,8.5,4.4,7.1,11.3,13.8,23.3,8.0,10.9,11.2,10.9,22.2,15.7,2.0,3.1
2011,Ontario,18.4,26.7,17.1,12.8,11.1,36.6,20.6,9.4,0.0,4.1,18.7,56.9,28.0,12.7,16.0,28.7,33.5,47.3,26.0,9.2,6.5
2011,Orange,10.7,15.2,8.1,3.8,9.0,39.2,8.0,7.0,4.1,6.5,14.1,13.1,84.8,10.8,6.9,11.2,42.0,34.7,14.8,2.0,6.6
2011,Oxnard,12.0,16.7,7.0,5.5,9.5,24.2,11.2,5.8,1.0,3.6,12.5,24.3,44.3,4.8,14.0,11.4,24.9,32.1,23.1,6.6,1.7
2011,Palmdale,20.3,27.5,14.5,13.3,19.6,46.1,21.8,10.6,1.4,4.2,23.6,37.3,40.2,16.1,21.3,20.0,29.8,54.5,24.2,8.8,3.2
2011,Palo Alto,2.4,2.1,0.5,1.6,3.7,0.0,0.0,5.4,2.2,N,N,N,N,N,N,N,N,17.1,1.1,0.0,0.0
2011,Pasadena,5.4,10.5,3.7,0.0,0.9,17.1,7.1,8.2,1.2,0.9,11.4,6.5,-,3.3,6.1,9.3,7.7,18.9,9.5,1.2,6.0
2011,Perris,34.1,40.3,25.1,20.6,30.6,45.3,51.2,11.1,0.0,15.1,30.1,49.2,58.8,26.3,25.6,48.1,39.2,68.1,50.3,5.0,6.1
2011,Pittsburg,17.7,26.1,13.2,0.0,0.0,41.3,18.1,12.1,9.0,5.5,20.9,45.9,0.0,20.8,9.7,22.8,45.9,53.9,22.6,7.8,0.0
2011,Pleasanton,5.3,7.5,4.3,4.0,1.9,0.0,13.4,6.8,3.4,2.4,6.4,17.0,0.0,6.6,5.5,0.0,0.0,16.7,7.4,1.1,0.0
2011,Pomona,17.5,23.5,11.5,5.0,14.2,27.8,18.4,12.0,3.3,8.1,14.8,39.1,68.5,11.0,18.0,18.8,29.7,47.5,29.6,7.3,1.2
2011,Rancho Cordova,9.0,12.9,4.5,5.1,1.9,24.4,8.5,9.6,3.6,4.4,12.1,14.4,28.6,5.4,11.3,13.5,9.9,41.4,7.8,2.2,0.0
2011,Rancho Cucamonga,5.5,8.3,3.6,0.0,4.0,0.0,6.1,6.4,5.0,2.4,9.2,3.9,0.0,2.0,9.5,0.9,0.0,10.1,13.8,0.0,3.2
2011,Redding,16.6,23.2,10.8,6.4,5.4,47.1,19.6,15.5,7.4,9.3,24.5,12.7,37.1,11.4,22.4,12.5,37.1,32.1,19.9,6.1,0.0
2011,Redlands,8.2,14.4,4.2,6.9,6.8,44.0,13.5,5.6,1.4,2.2,14.3,4.7,100.0,8.6,6.5,3.6,57.9,20.2,14.0,1.4,0.0
2011,Redondo Beach,1.8,1.7,1.3,0.0,N,3.5,5.1,2.9,0.8,N,N,N,N,N,N,N,N,8.8,3.5,0.0,0.0
2011,Redwood City,6.2,11.4,4.9,0.0,0.0,15.0,12.1,4.0,1.3,0.7,8.7,18.1,33.6,1.9,7.0,16.2,27.7,6.8,11.1,3.9,0.0
2011,Rialto,19.4,25.3,13.9,5.3,13.8,18.7,20.8,19.4,14.6,7.0,25.9,24.7,22.4,10.9,26.7,17.1,17.9,51.2,31.4,7.1,5.5
2011,Richmond,16.4,23.0,12.3,0.7,8.9,24.4,24.5,18.1,1.1,7.5,15.0,43.0,89.5,10.5,17.8,17.9,57.9,47.0,27.2,2.6,1.9
2011,Riverside,15.3,20.3,10.2,9.1,14.0,27.7,23.4,8.9,4.7,7.5,13.7,34.2,72.9,9.3,13.3,21.3,34.2,35.9,22.4,4.6,9.0
2011,Roseville,4.6,6.5,3.0,6.0,4.3,5.0,11.8,5.7,1.2,2.7,6.5,7.3,0.0,5.8,3.2,4.3,0.0,14.5,5.1,1.4,0.0
2011,Sacramento,18.5,28.1,13.8,4.7,9.3,36.6,29.3,15.5,4.2,6.2,21.6,45.6,54.1,11.5,19.8,30.1,31.6,39.9,22.6,8.0,4.0
2011,Salinas,18.4,26.4,15.3,0.0,4.5,22.6,26.7,13.9,3.5,3.0,19.4,37.4,70.7,13.7,18.0,20.9,33.8,43.5,28.4,4.8,6.5
2011,San Bernardino,27.7,36.1,18.0,10.2,14.8,39.6,29.0,22.8,10.1,12.6,30.0,46.3,67.0,20.4,29.6,31.3,35.2,60.7,32.7,7.0,1.4
2011,San Buenaventura (Ventura),8.6,12.6,4.8,7.1,7.1,24.9,13.6,8.5,3.6,4.8,11.1,17.1,64.6,9.0,6.9,14.0,8.8,33.7,8.0,3.6,0.0
2011,San Diego,11.2,17.2,7.0,5.1,7.0,35.0,16.0,8.7,3.7,4.7,13.6,32.9,36.7,7.3,12.6,16.1,24.8,32.9,16.6,3.0,2.2
2011,San Francisco,8.5,12.4,5.1,5.9,7.2,20.6,15.2,8.9,2.9,5.7,12.0,14.5,23.7,7.7,9.3,11.3,2.1,24.8,11.4,2.9,1.8
2011,San Jose,8.3,11.2,6.4,4.4,4.6,21.2,11.7,8.2,2.8,4.8,8.5,23.3,32.3,7.5,7.7,12.2,9.2,25.8,12.6,3.3,1.4
2011,San Leandro,8.8,14.7,1.6,2.1,1.6,17.2,9.6,4.6,7.3,2.3,12.2,32.7,0.0,5.6,12.2,8.5,7.0,34.2,11.8,0.7,3.6
2011,San Marcos,12.6,15.0,3.4,4.3,3.2,16.8,31.4,12.8,1.0,9.1,14.0,16.5,32.2,9.7,11.8,9.8,44.4,43.4,4.7,2.3,5.2
2011,San Mateo,3.1,6.8,3.0,1.8,0.0,6.8,6.7,2.9,1.1,0.5,8.6,0.0,0.0,2.9,4.3,0.0,0.0,6.6,8.3,0.2,0.0
2011,San Ramon,3.7,2.5,4.3,0.0,0.0,N,N,N,N,N,N,N,N,N,N,N,N,0.0,3.4,2.8,10.1
2011,Santa Ana,18.2,22.9,15.6,7.8,6.5,27.5,15.5,8.0,3.4,8.1,15.6,37.6,39.0,10.2,16.6,26.5,17.8,34.2,32.4,11.5,5.3
2011,Santa Barbara,10.3,18.2,7.7,4.8,5.6,20.9,21.6,10.0,2.9,3.4,13.2,34.8,65.7,7.8,8.0,16.9,45.3,35.0,8.2,5.6,8.8
2011,Santa Clara,5.2,7.0,3.6,3.4,3.4,11.4,4.6,5.6,4.3,2.8,4.4,25.0,0.0,5.2,4.8,7.5,0.0,13.4,8.5,1.5,0.0
2011,Santa Clarita,5.1,5.7,3.2,8.6,4.6,27.1,3.3,2.2,3.3,4.3,4.8,7.5,47.7,5.5,5.1,2.3,18.0,26.6,6.0,1.6,0.0
2011,Santa Maria,15.1,21.4,9.6,4.7,7.7,26.5,7.8,11.9,2.0,4.2,16.8,32.5,26.1,9.8,16.8,24.9,4.0,44.8,25.1,4.7,1.2
2011,Santa Monica,6.0,7.7,3.8,7.4,4.9,63.9,12.0,4.4,2.8,4.7,9.3,0.0,-,6.1,6.5,3.8,-,18.7,8.5,3.7,0.0
2011,Santa Rosa,9.6,14.8,6.9,6.5,7.8,36.1,10.1,6.7,3.4,3.7,9.4,35.1,0.0,8.0,8.2,14.0,29.4,21.9,16.2,1.8,0.0
2011,Simi Valley,3.0,3.8,2.2,1.6,2.2,8.3,4.6,2.0,2.4,2.1,3.4,6.4,0.0,4.6,2.0,2.9,0.0,7.5,7.7,0.3,0.0
2011,South Gate,18.0,23.6,13.5,10.3,9.2,23.6,17.0,9.0,4.7,7.9,21.5,27.5,33.0,27.3,14.8,16.5,12.1,44.4,27.7,8.5,2.5
2011,Stockton,21.6,31.7,16.1,7.8,13.0,35.6,26.2,17.4,4.6,4.7,25.7,44.1,82.5,13.6,21.4,32.1,32.5,42.7,31.0,9.8,0.9
2011,Sunnyvale,4.9,6.2,3.2,2.2,0.0,16.5,15.3,4.9,1.8,3.3,6.6,1.5,0.0,3.3,6.4,4.3,0.0,12.6,8.6,1.7,0.0
2011,Temecula,9.7,12.9,6.8,1.7,6.0,7.0,16.3,11.9,2.3,4.3,12.5,12.7,100.0,8.5,12.1,4.1,42.7,26.4,14.8,0.0,0.0
2011,Thousand Oaks,5.1,6.8,3.5,2.8,4.6,28.0,2.9,7.0,2.0,3.9,7.9,1.9,0.0,6.8,4.4,1.4,0.0,12.4,7.4,2.1,2.1
2011,Torrance,5.3,8.0,4.0,4.4,2.2,15.7,2.2,9.2,2.2,3.2,7.5,12.5,0.0,2.8,7.6,6.6,0.0,14.6,4.4,4.7,0.0
2011,Tracy,5.4,5.3,2.1,0.0,5.1,10.9,3.0,3.5,4.3,5.5,6.4,1.9,0.0,5.4,6.4,2.0,5.9,51.7,2.4,4.5,0.0
2011,Turlock,12.0,19.1,9.7,6.4,4.9,19.4,19.1,13.8,0.0,3.4,13.2,36.8,-,4.1,15.3,20.1,0.0,16.0,22.6,2.3,3.1
2011,Tustin,6.8,8.9,4.2,4.7,8.8,15.9,6.8,9.1,3.3,4.2,7.7,11.6,63.0,3.8,8.8,7.6,11.5,49.5,11.2,1.2,3.0
2011,Union City,6.3,7.2,4.7,5.2,2.6,6.3,8.2,8.7,3.1,5.1,5.6,6.0,53.7,10.9,3.1,2.1,20.4,18.6,9.7,2.9,0.0
2011,Upland,9.7,15.4,6.5,0.0,2.6,8.9,4.8,7.7,15.5,4.8,14.6,20.8,0.0,3.2,14.3,14.5,46.5,35.5,9.6,3.9,0.0
2011,Vacaville,8.9,14.4,7.4,1.3,1.0,24.4,9.4,8.4,1.8,3.4,12.0,28.5,-,6.4,9.4,17.4,0.0,19.0,17.4,1.1,0.0
2011,Vallejo,14.5,25.2,10.9,3.6,4.2,36.4,15.7,11.3,6.1,5.3,21.0,39.8,0.0,10.0,15.4,22.2,30.0,39.8,18.5,4.7,6.6
2011,Victorville,24.5,32.0,13.4,4.8,12.7,34.6,13.6,25.6,17.8,11.0,25.9,38.8,64.3,8.3,20.3,45.2,40.1,55.3,27.3,3.0,5.9
2011,Visalia,14.7,22.1,11.5,3.3,5.9,39.1,19.5,9.2,5.3,5.5,19.1,31.2,36.4,10.8,13.9,24.9,28.0,37.3,15.7,8.3,6.3
2011,Vista,15.8,17.8,4.4,8.4,5.9,19.9,25.3,15.5,0.0,13.5,13.3,34.6,0.0,15.5,12.4,28.7,0.0,52.6,14.6,1.4,0.0
2011,Walnut Creek,3.4,6.9,2.9,0.0,0.0,0.0,0.0,10.0,1.3,N,N,N,N,N,N,N,N,5.1,2.5,3.7,0.0
2011,West Covina,8.0,10.8,5.3,6.1,2.0,25.7,8.2,6.3,1.6,4.7,5.4,35.7,0.0,6.9,7.4,13.4,0.0,27.0,12.0,1.8,0.0
2011,Westminster,11.0,17.3,9.6,4.3,3.9,19.3,12.8,8.7,5.5,5.4,13.1,35.5,0.0,6.7,11.7,20.1,6.2,9.7,21.4,4.8,2.6
2011,Whittier,10.3,15.1,9.0,4.2,5.8,29.8,7.2,8.2,3.8,4.5,9.2,33.0,100.0,9.3,5.6,26.0,14.3,25.8,14.4,5.3,1.3
2011,Yorba Linda,2.8,4.8,2.8,0.0,1.2,44.8,0.0,3.4,1.1,N,N,N,N,1.6,4.5,0.0,0.0,4.5,5.2,1.8,0.0
2011,Yuba City,13.7,22.5,8.7,12.8,12.9,28.5,10.8,14.2,0.0,4.1,16.4,41.3,14.1,9.8,18.3,19.8,3.4,35.0,13.4,5.4,3.1
