Year,City,% All Families,% With related children of householder under 18 years,% Householder worked,% Householder 65 years and over,% Householder 65 years and over,% less than high school graduate,% High school graduate,"% Some college, associate degree",% Bachelor's degree or higher,% No related children under 18,% 1-2 related children under 18 ,% 3-4 related children under 18,% 5 or more related children under 18,% Family size 2,% Family size 3-4,% Family size 5-6,% Family size more than 7,% No workers in Family,% 1 workers in Family,% 2 workers in Family,% 3 or more workers in Family
2010,Huntington Beach,5.0,7.3,3.6,2.8,2.4,15.2,8.2,5.7,1.7,3.3,5.1,18.5,41.5,4.6,3.8,11.9,10.0,13.0,7.7,1.6,0.0
2010,Indio,23.3,39.4,23.2,1.3,11.5,48.1,19.2,13.8,0.0,3.5,23.7,60.2,84.0,8.3,17.5,48.4,51.1,22.5,41.0,2.6,18.4
2010,Inglewood,20.4,27.6,14.9,7.2,10.5,33.0,19.4,18.9,1.1,8.0,21.6,54.9,83.8,14.5,19.1,30.5,27.5,56.3,28.0,7.5,6.0
2010,Irvine,6.6,8.5,1.3,3.8,2.8,7.4,8.5,12.0,4.8,4.8,8.4,9.1,-,6.2,6.9,7.1,0.0,40.1,4.7,0.4,1.2
2010,Lake Forest,6.3,9.1,2.5,0.0,N,36.9,12.5,4.6,1.8,2.1,5.6,21.9,-,1.0,5.1,18.9,33.1,33.8,4.7,3.5,0.0
2010,Lakewood,8.3,14.0,5.6,9.1,8.6,26.6,5.0,10.1,1.2,2.3,13.1,11.1,100.0,6.3,9.6,6.8,16.8,27.5,15.5,1.4,0.0
2010,Lancaster,17.3,22.0,7.6,10.1,10.2,24.6,13.6,18.8,11.8,10.0,17.8,28.3,52.3,17.2,14.6,23.8,10.0,60.0,17.5,3.8,0.0
2010,Livermore,2.8,1.5,2.8,2.4,N,0.0,17.6,1.0,0.7,N,N,N,N,N,N,N,N,0.0,3.0,3.9,0.0
2010,Long Beach,15.1,21.8,11.9,3.5,8.5,34.7,19.7,9.5,2.2,6.0,16.6,39.9,48.0,8.6,16.8,22.8,23.6,39.9,20.2,7.0,3.6
2010,Los Angeles,17.6,25.7,12.9,7.7,8.2,33.6,20.6,13.0,4.4,7.8,21.4,40.6,40.0,13.0,18.0,25.1,25.0,44.3,24.9,7.3,4.4
2010,Lynwood,21.1,28.6,15.3,10.6,10.7,20.1,29.3,17.3,0.0,6.6,21.7,41.3,37.2,17.9,14.5,36.7,18.4,60.9,30.9,8.6,1.8
2010,Manteca,7.0,10.5,6.0,0.0,1.3,21.7,2.5,5.5,1.7,2.1,11.9,8.0,0.0,4.6,7.7,10.4,0.0,18.1,10.2,0.7,9.8
2010,Menifee,8.5,12.5,6.4,4.1,3.3,11.9,8.1,11.1,1.7,5.0,9.0,22.2,66.5,10.3,5.5,6.1,36.1,14.4,9.3,5.0,0.0
2010,Merced,19.7,26.3,14.3,2.1,9.2,32.4,22.2,17.1,3.5,9.7,24.3,31.0,13.6,13.7,24.3,18.7,24.7,45.8,22.5,7.0,8.1
2010,Milpitas,3.4,5.6,0.8,3.1,8.3,0.0,7.4,6.9,1.3,1.3,5.1,8.9,0.0,3.6,4.0,0.0,6.6,26.7,5.4,0.0,0.0
2010,Mission Viejo,2.8,2.0,1.1,6.4,4.3,5.7,4.2,1.9,2.7,3.3,1.3,4.8,0.0,3.8,2.1,1.6,0.0,15.8,2.7,0.4,0.0
2010,Modesto,17.1,27.4,15.3,5.0,7.3,39.6,21.5,11.9,0.7,4.1,20.3,41.9,69.6,8.5,17.8,30.5,38.2,33.5,21.3,6.9,12.2
2010,Moreno Valley,17.4,21.4,14.2,5.8,10.4,20.3,23.4,15.5,5.0,10.3,18.9,25.3,36.6,15.5,17.4,18.0,21.8,44.2,25.4,7.4,4.8
2010,Mountain View,2.1,1.9,1.6,2.2,1.9,4.8,3.5,3.5,1.0,2.3,2.4,0.0,0.0,N,N,N,N,13.4,2.5,0.8,0.0
2010,Murrieta,8.1,11.2,5.4,9.8,5.6,31.7,8.1,6.7,6.1,2.5,5.4,35.4,0.0,4.7,9.4,11.8,0.0,29.0,14.8,0.5,0.0
2010,Napa,12.8,17.7,10.0,7.9,6.0,33.0,8.1,8.4,5.1,6.9,18.3,15.8,0.0,10.5,13.3,19.4,0.0,18.1,19.1,7.9,3.5
2010,Newport Beach,6.2,6.3,3.3,2.6,3.6,10.1,10.0,13.2,3.8,6.1,5.4,10.8,-,5.4,6.9,8.0,-,25.4,6.3,0.0,0.0
2010,Norwalk,12.9,13.6,8.8,9.1,8.2,30.5,16.7,3.4,7.1,11.9,7.5,26.6,44.3,19.6,9.3,11.5,16.5,36.6,23.1,2.5,0.0
2010,Oakland,18.0,25.3,10.8,9.6,12.7,34.7,27.0,18.3,4.0,9.9,20.1,43.4,73.3,13.8,16.5,33.1,33.3,47.2,23.4,4.6,4.6
2010,Oceanside,10.4,14.2,4.5,5.6,6.8,20.8,12.1,9.3,4.9,6.2,10.8,23.0,31.2,8.8,7.8,18.9,14.0,33.1,17.0,0.6,0.0
2010,Ontario,13.8,17.9,11.0,9.3,5.9,23.2,15.4,7.5,6.6,6.4,9.7,37.0,22.6,11.7,7.1,25.6,20.4,37.9,19.6,9.5,2.6
2010,Orange,8.0,12.6,7.2,2.0,0.8,25.2,7.9,4.5,2.9,3.1,9.8,19.0,67.5,4.5,8.5,11.5,20.7,13.9,15.2,4.2,2.7
2010,Oxnard,13.4,18.2,9.6,3.6,3.3,25.8,6.4,6.8,1.0,6.1,15.5,23.9,19.5,7.6,17.5,17.9,0.0,35.2,27.3,3.9,4.7
2010,Palmdale,15.1,19.2,10.4,12.8,6.4,22.4,17.5,13.4,5.5,6.5,16.4,20.3,90.1,9.9,15.3,15.8,32.2,43.2,17.6,7.0,6.7
2010,Pasadena,6.6,8.8,3.9,5.9,3.0,21.1,8.6,8.0,0.4,4.4,10.4,2.1,0.0,7.9,6.6,3.6,0.0,22.6,8.4,2.2,1.4
2010,Perris,24.7,30.5,18.9,15.2,10.2,38.0,24.2,18.2,0.0,10.3,20.7,37.5,100.0,19.4,17.2,24.0,80.5,56.2,39.1,13.6,3.0
2010,Pittsburg,13.5,20.5,12.3,0.0,6.1,30.8,19.3,7.4,0.0,3.1,13.4,44.5,0.0,3.9,17.1,19.8,0.0,36.1,23.9,4.2,0.0
2010,Pleasanton,3.6,5.0,2.3,0.0,0.0,12.0,6.9,7.0,1.0,1.5,5.7,0.0,-,2.8,4.8,0.0,-,13.7,5.6,0.7,0.0
2010,Pomona,19.5,24.4,15.9,10.3,12.1,31.9,22.9,8.2,6.4,8.0,18.3,38.3,38.5,12.4,22.6,22.1,14.4,55.0,29.2,9.6,0.7
2010,Rancho Cucamonga,3.6,4.2,2.7,7.4,3.1,20.4,4.0,1.5,3.1,2.9,3.9,5.7,0.0,4.0,3.4,3.8,0.0,18.1,5.4,1.1,0.0
2010,Redding,16.4,24.8,9.3,6.6,11.4,43.9,22.3,15.2,4.7,8.8,25.5,23.3,0.0,15.3,20.4,9.6,0.0,32.9,19.4,4.9,0.0
2010,Redlands,7.2,11.9,1.9,0.0,4.2,29.9,13.9,5.9,0.8,3.2,6.1,29.4,0.0,5.2,4.6,20.5,19.1,23.1,14.2,1.4,0.0
2010,Redondo Beach,3.4,5.7,3.1,0.0,2.3,25.2,9.5,4.1,0.6,N,N,N,N,N,N,N,N,11.8,5.0,1.8,0.0
2010,Redwood City,4.0,5.7,0.3,7.2,0.0,20.0,5.8,1.4,1.1,1.9,1.8,23.7,0.0,2.3,2.7,13.4,0.0,33.3,1.0,0.6,0.0
2010,Rialto,17.1,20.9,13.0,6.9,9.6,24.3,20.0,6.1,8.2,6.6,12.2,33.5,48.2,7.4,17.5,17.7,24.0,59.6,20.4,11.2,0.0
2010,Richmond,15.8,27.7,11.7,0.0,2.7,32.2,15.7,10.9,5.5,2.9,25.9,33.5,49.0,11.3,19.9,18.2,14.2,46.1,18.0,7.7,0.0
2010,Riverside,12.3,19.0,8.7,5.5,3.4,26.6,15.3,9.2,3.5,3.5,13.9,30.5,31.9,6.5,11.7,21.2,20.0,34.4,13.4,7.2,4.3
2010,Roseville,5.4,9.0,2.7,2.5,4.6,6.6,7.7,7.5,2.6,0.9,4.1,26.5,-,2.7,8.5,4.4,0.0,16.5,8.1,0.6,0.0
2010,Sacramento,16.4,25.9,10.9,4.5,5.9,32.7,19.7,16.6,3.5,4.9,20.6,38.4,56.4,7.6,20.3,25.5,34.9,37.4,19.9,5.4,2.8
2010,Salinas,19.7,25.8,18.3,4.9,7.6,33.3,16.4,11.4,8.6,5.7,18.4,40.5,68.4,12.6,18.4,23.6,35.9,41.5,29.2,14.6,1.7
2010,San Bernardino,28.0,36.5,18.3,13.6,16.2,41.9,28.4,21.6,7.5,11.5,30.0,47.8,63.5,14.0,27.6,42.3,49.5,60.8,29.4,12.8,3.5
2010,San Buenaventura (Ventura),7.0,10.0,5.8,3.4,8.3,19.4,5.1,8.6,0.7,4.2,8.6,16.5,0.0,6.6,6.3,9.9,16.1,12.9,15.4,0.6,0.0
2010,San Diego,12.7,18.5,8.1,4.9,7.7,36.7,22.5,11.3,3.1,6.1,15.3,33.1,30.7,8.7,13.3,23.3,14.1,36.8,17.4,3.8,2.8
2010,San Francisco,7.6,9.2,3.6,8.3,4.9,18.0,14.9,6.9,2.5,6.5,7.6,20.4,22.3,8.5,6.4,6.9,8.9,24.6,9.4,2.2,3.6
2010,San Jose,8.7,12.6,6.4,4.5,4.1,22.7,15.2,6.1,2.4,4.1,9.4,24.0,58.5,5.7,8.0,13.6,21.7,22.8,15.0,3.4,0.7
2010,San Leandro,9.6,16.8,6.6,2.7,7.5,13.1,16.4,7.6,4.3,3.5,17.1,16.7,0.0,8.4,10.9,9.7,0.0,38.2,15.9,2.7,1.9
2010,San Marcos,11.0,10.3,2.4,5.9,4.0,10.9,10.2,16.2,6.6,12.0,11.8,4.5,0.0,18.2,8.2,6.3,0.0,50.9,4.2,2.2,0.0
2010,San Mateo,3.2,0.9,1.1,2.4,N,9.4,9.6,2.3,1.1,5.2,1.0,0.0,0.0,2.4,2.4,9.3,0.0,19.1,2.4,1.0,0.0
2010,San Ramon,1.7,2.1,0.6,0.0,0.0,15.3,0.0,0.0,1.8,N,N,N,N,N,N,N,N,5.4,2.5,0.9,0.0
2010,Santa Ana,18.5,24.7,14.0,6.1,5.8,26.2,18.8,9.9,3.2,6.1,17.6,33.0,53.0,11.7,19.2,19.4,25.6,45.7,36.3,8.6,0.8
2010,Santa Barbara,11.7,23.3,11.0,3.1,6.2,30.6,2.4,15.4,5.8,1.1,18.8,51.0,0.0,3.5,15.9,24.8,39.9,20.8,17.9,4.1,7.2
2010,Santa Clara,5.7,8.4,2.9,4.0,8.6,13.7,9.0,8.7,2.9,2.5,6.5,22.5,0.0,3.1,6.8,12.3,0.0,27.7,8.2,0.4,0.0
2010,Santa Clarita,4.5,5.9,3.8,1.9,2.1,26.9,0.9,2.8,2.1,2.9,3.2,18.7,0.0,5.2,1.8,10.6,11.0,10.3,7.6,2.5,0.8
2010,Santa Maria,16.5,21.7,16.1,7.0,9.9,28.0,16.5,9.8,1.5,9.1,15.5,33.0,30.7,10.8,21.2,12.2,30.8,26.9,30.7,4.2,9.3
2010,Santa Monica,4.5,5.1,1.4,1.6,5.2,8.4,9.5,8.0,2.5,3.9,5.2,0.0,-,6.6,2.2,0.0,0.0,22.1,3.7,0.0,0.0
2010,Santa Rosa,9.2,13.3,7.7,1.9,3.8,18.9,11.3,10.4,2.7,4.3,9.6,30.2,13.1,6.9,8.1,17.2,44.7,20.6,8.7,4.7,14.0
2010,Simi Valley,4.6,8.9,4.3,0.0,0.0,13.4,5.5,5.3,1.8,0.7,6.1,17.3,68.2,3.3,2.6,9.4,40.7,8.6,8.1,0.4,5.3
2010,South Gate,23.1,25.6,17.9,12.4,17.2,30.6,29.2,9.2,3.8,18.5,19.6,43.4,27.8,20.4,29.0,15.9,23.1,49.6,40.7,7.9,8.4
2010,Stockton,19.7,27.1,15.2,9.6,11.4,43.9,16.0,14.4,6.8,6.8,23.0,35.9,68.5,11.7,21.5,22.6,36.8,48.3,24.4,8.7,6.4
2010,Sunnyvale,4.5,7.3,3.0,0.0,1.0,23.4,17.3,3.5,1.1,1.5,5.5,21.1,0.0,1.4,5.3,8.8,34.7,19.4,3.6,2.0,2.4
2010,Temecula,11.1,15.1,7.3,0.0,2.2,32.6,17.7,9.8,3.1,4.3,13.6,15.5,45.2,10.1,10.9,9.6,30.7,39.9,12.5,4.6,0.0
2010,Thousand Oaks,5.2,7.9,5.1,1.7,4.2,26.1,18.3,3.1,1.5,2.9,9.0,3.5,-,4.6,6.5,2.9,0.0,10.2,7.0,4.3,0.0
2010,Torrance,6.0,9.6,4.2,1.5,1.9,2.2,7.5,6.2,5.9,2.5,8.6,15.1,0.0,4.6,4.7,13.8,0.0,12.8,10.2,2.4,0.0
2010,Tracy,12.5,17.9,8.8,9.8,5.3,30.6,24.2,8.5,1.6,3.6,13.5,25.8,58.6,8.9,9.2,18.8,36.6,23.9,17.2,11.1,4.0
2010,Turlock,11.3,17.9,6.6,2.3,5.9,14.8,16.7,13.8,0.0,4.7,16.8,25.3,0.0,11.1,12.7,6.6,12.9,37.3,19.4,2.6,1.5
2010,Tustin,10.6,12.6,9.0,2.1,5.9,27.7,11.3,13.1,2.8,7.0,11.4,18.9,0.0,8.1,9.1,15.9,27.1,26.3,14.2,6.8,5.7
2010,Union City,5.4,8.4,1.1,7.1,4.1,6.2,9.6,3.7,3.3,1.2,8.0,10.9,0.0,1.6,6.4,8.5,10.6,37.6,3.9,1.4,0.0
2010,Upland,9.8,12.0,7.4,7.3,11.5,19.7,12.1,6.9,8.5,7.4,9.5,21.9,-,12.0,7.2,11.9,0.0,28.7,15.9,0.0,3.5
2010,Vacaville,4.1,8.0,3.3,0.0,0.0,15.7,3.8,1.0,5.4,0.5,5.1,6.0,71.9,3.0,2.7,2.7,33.6,4.9,5.1,5.2,0.0
2010,Vallejo,14.7,21.9,10.4,10.5,8.7,24.6,21.3,14.1,2.4,7.3,19.1,28.8,73.2,11.9,17.1,13.9,18.5,43.9,17.9,3.2,2.0
2010,Victorville,16.9,23.0,10.2,5.4,8.9,35.8,15.4,11.9,1.8,4.8,17.5,27.8,64.7,10.8,17.0,17.8,38.6,41.8,15.7,3.4,9.7
2010,Visalia,14.7,21.9,10.8,6.3,9.2,29.4,17.9,11.5,2.8,3.8,17.9,33.2,0.0,8.1,16.6,23.2,6.8,37.2,22.2,5.5,3.8
2010,Vista,8.8,11.7,5.9,2.1,1.2,16.5,8.1,6.4,4.8,5.5,10.5,13.5,26.7,7.8,9.0,9.7,13.9,26.3,12.5,0.0,2.0
2010,West Covina,6.0,7.7,3.2,2.9,3.8,7.0,8.1,5.9,4.4,3.5,4.9,22.3,37.5,3.7,5.1,11.6,8.8,25.9,8.9,1.0,1.4
2010,Westminster,17.3,26.1,10.3,10.3,8.2,26.6,24.8,11.6,5.7,7.9,25.9,28.3,16.3,13.4,17.7,24.2,6.3,43.1,22.1,5.6,3.8
2010,Whittier,11.9,19.5,6.8,5.8,9.7,20.8,20.6,10.2,1.3,2.4,13.6,40.9,0.0,7.6,15.0,7.8,32.2,40.7,13.6,3.7,0.0
2010,Yorba Linda,1.4,0.6,0.0,3.8,1.2,10.6,0.0,1.5,1.1,N,N,N,N,2.6,1.0,0.0,0.0,11.1,1.6,0.0,0.0
