City,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Modesto,137571.5,128434.9,126287.5,155647.1,192418.1,214108.6,238019.4,261032.4,285992.2,301774.9
Mojave,57768.1,53252.4,51123.6,56271.6,65628.5,75328.2,84707.0,95988.3,114980.6,134267.2
Mokelumne Hill,139038.9,137182.5,134658.4,144495.4,170806.7,186908.1,209603.3,243440.0,259395.9,272967.2
Monrovia,471531.4,444093.5,430820.0,491335.6,557525.2,583291.6,595639.6,639262.2,704254.7,720974.5
Montague,117237.5,112913.4,112713.3,119328.5,125913.6,131131.8,145300.3,159674.5,173168.2,181681.3
Montara,645487.0,586718.1,586346.6,679258.4,741021.1,844816.1,941591.8,1002400.9,1131315.5,1145795.4
Montclair,208709.2,206569.0,203586.8,244977.8,294554.7,315806.8,331618.9,372941.6,416597.8,427430.0
Monte Rio,239462.1,215292.6,227431.2,295408.8,344042.5,394949.0,435938.7,467574.1,526838.4,516140.6
Monte Sereno,1575782.1,1509044.9,1689929.8,1965699.1,2201363.9,2517834.8,2536947.9,2524526.6,2919883.9,2945763.2
Montebello,365891.5,344058.4,326465.1,364356.4,411175.4,432776.3,445785.0,485707.0,541227.1,565087.2
Montecito,2104393.8,1994435.6,1934897.2,2229391.4,2531664.8,2700234.1,2900926.9,2933960.4,3000771.7,2947462.5
Monterey,578989.3,504406.7,492800.2,545414.5,611641.3,648828.3,699554.7,742979.1,790750.5,814788.5
Monterey Park,447690.4,424760.8,410446.2,457466.9,507145.3,526385.9,533120.4,581463.4,646353.2,666875.1
Moorpark,499018.7,471961.5,439777.8,492126.4,550441.1,578600.4,609173.2,642213.3,667443.8,673914.9
Morada,335108.6,305280.3,293716.7,329733.2,373273.7,405163.3,437978.2,463389.2,502746.7,531486.0
Moreno Valley,154877.9,153810.2,155370.5,188209.8,234190.0,255452.3,275348.3,294565.3,323788.8,338486.5
Morgan Hill,524473.1,489891.9,503091.0,607532.0,684484.7,749664.9,801118.4,835441.5,962095.0,978901.9
Morongo Valley,105176.9,88755.5,83373.7,94851.1,107724.5,117592.6,128525.0,148873.2,184292.9,196855.3
Morro Bay,439086.0,396457.6,400079.5,449688.5,498612.6,532077.5,570022.8,644231.9,679016.7,688267.8
Moss Beach,665679.7,604780.5,602436.4,703942.9,778702.9,877991.1,997259.2,1071815.9,1186513.4,1169015.2
Moss Landing,328464.7,303538.0,301538.7,354039.3,412150.2,464339.4,522740.6,572567.1,602629.9,637714.4
Mount Shasta,232732.1,220395.5,212227.7,217013.1,234756.6,246277.4,267096.0,283609.5,306966.5,320852.8
Mountain Center,215965.3,212398.3,200236.0,228201.2,260041.4,286099.6,298832.9,313981.3,351604.9,369258.4
Mountain Ranch,176348.5,169361.5,166139.2,177741.8,197633.7,218818.4,257253.6,285527.6,297563.8,302900.9
Mountain View,662831.4,639408.8,706995.0,874488.5,1026633.3,1252361.9,1342019.5,1371752.6,1690013.6,1675057.4
Murphys,237347.6,229577.4,229642.4,245138.7,273544.5,295345.7,321633.2,344197.7,361211.6,376218.9
Murrieta,243440.2,242200.6,245633.2,293478.4,340372.2,355590.6,376108.7,399125.8,429496.4,438660.3
Muscoy,91283.1,87621.5,84329.2,104176.0,135308.3,154587.1,167568.7,201084.1,247647.0,267231.6
Napa,397573.8,375834.0,367476.1,439117.6,500507.5,550673.3,604852.5,643349.4,676869.2,696357.9
National City,201956.4,199396.5,202621.6,245206.4,291044.8,327375.9,365773.4,397061.1,425058.3,455051.8
Needles,79705.3,67777.5,59525.1,64063.9,71379.4,77599.3,80971.6,97192.8,115953.2,109491.4
Nevada City,327813.9,288924.8,273254.6,302790.0,343866.4,368312.9,394049.2,422677.4,452365.0,459837.5
Newark,426550.2,397940.8,380544.5,473244.5,561266.3,645526.4,730053.2,793224.4,938792.2,940864.1
Newberry Springs,88015.7,78215.0,78123.1,90463.6,100085.9,106212.3,109733.1,129184.5,154876.3,151748.8
Newcastle,393307.3,354637.4,350034.9,406038.4,452257.0,499859.3,538611.1,576383.0,622201.6,645467.8
Newman,115355.5,111215.2,111442.2,139213.2,179069.8,203468.1,228078.7,250585.0,279110.6,299202.0
Newport Beach,1320444.4,1269642.1,1261410.7,1391418.9,1575791.9,1664954.9,1658948.8,1815907.6,2017493.5,1968846.9
Nicasio,912658.0,864036.8,814345.0,916174.6,983016.6,1109403.3,1206629.2,1233995.4,1290024.8,1299186.6
Nice,85979.6,82588.3,83794.2,100514.5,108415.2,119146.8,143615.4,161909.9,180121.4,194615.6
Nicolaus,246787.8,234983.9,229550.4,250969.8,285602.8,308618.9,332180.9,376091.3,401144.1,411572.5
Nipomo,401032.2,367677.3,370312.9,420868.2,464937.6,502412.9,534617.5,587909.0,614681.8,619679.7
Norco,309891.3,301033.1,302382.7,357835.9,415592.5,446271.1,467998.3,493016.1,535650.5,554378.7
North Fork,181031.4,173325.6,172156.9,189875.7,208932.9,225161.0,232997.5,242727.5,276020.8,285392.9
North San Juan,189517.9,177845.3,169214.3,185635.9,203216.0,229282.5,255855.7,273174.3,296174.5,301678.4
North Tustin,691268.3,665171.9,647789.4,738545.6,810399.5,836717.7,853643.9,928800.5,1006263.0,1009332.3
Norwalk,275581.0,264644.1,259014.8,296805.8,342808.3,367547.6,385334.1,426300.8,475162.9,494024.4
Novato,476519.5,431661.8,445956.4,546604.2,611579.2,680436.8,739656.0,774138.9,826063.4,830571.8
Nuevo,167949.7,159764.9,157994.6,189219.6,234223.6,260523.0,287491.0,311474.2,347362.8,359779.6
Oak Park,553421.2,535013.9,520935.2,586566.2,652268.0,685476.2,717031.6,754622.8,795592.0,808074.5
Oak View,427962.1,397442.3,356090.7,404438.8,455130.4,486535.6,527388.7,560099.8,589468.0,600030.6
Oakdale,215794.3,204708.5,202941.3,236052.4,279155.1,307039.3,329527.5,352070.5,377433.9,393467.2
Oakhurst,179696.8,173794.5,174774.8,194026.8,215332.8,228503.6,238432.1,251464.3,279899.0,295508.8
Oakland,334125.3,302284.0,289239.1,363467.1,438658.0,519819.8,607449.7,660691.6,726912.3,733107.3
Oakley,181423.0,183104.7,208555.7,267208.5,331017.9,365513.6,408831.9,445100.1,485211.9,499083.3
Occidental,519499.4,470063.6,456119.5,502407.9,574468.8,657341.3,736954.5,793372.5,879656.6,873292.5
Oceano,260646.1,233851.5,231094.9,267642.7,308804.6,327434.2,357785.4,404077.3,429952.8,441362.2
Oceanside,311560.0,298044.2,293760.9,342655.9,393349.4,424683.5,455990.6,492533.4,521586.7,534150.0
Oildale,83903.7,77655.5,80781.6,100756.7,119256.3,127897.4,135451.3,142599.6,154563.4,165538.3
Ojai,513080.6,475894.6,455392.1,521988.9,581948.3,621364.2,664661.8,699249.2,739239.4,754662.8
Olivehurst,131433.3,124808.5,124945.5,146918.0,181010.0,196797.2,218837.2,245723.0,271995.8,292058.7
Ontario,215839.6,212955.3,206951.9,248980.8,300860.6,322692.5,339877.4,377272.0,422326.0,436987.7
Onyx,86341.2,80896.8,91590.0,108777.2,123244.6,132254.0,134507.4,147223.5,162001.3,175174.3
Orange,461099.1,434031.3,424336.8,495290.3,547431.7,570851.5,594059.1,647718.7,697959.6,702476.1
Orange Cove,101612.6,88816.5,87484.6,101853.8,116877.3,128290.9,138932.0,149378.4,158804.8,170272.4
Orangevale,230864.4,207019.6,202912.8,255911.9,297417.6,315351.6,341630.9,371322.0,398632.2,411542.9
Oregon House,170771.2,163100.7,162835.2,179319.1,204964.9,226451.7,252900.9,280170.0,307283.2,320678.0
Orland,156672.2,150604.8,152218.6,168964.8,185834.6,198352.7,217263.5,236790.6,255658.4,278983.3
Orosi,108882.2,99963.9,97186.9,107115.5,121591.5,131916.4,142927.3,162031.8,170752.8,182069.6
Oroville,140301.7,126282.9,119823.0,138043.3,154591.5,168725.2,183191.0,200660.5,219157.3,244505.9
Oxnard,327436.6,313931.9,291298.8,335773.8,391028.4,420008.1,451657.5,480210.3,507750.3,520710.6
Pacific Grove,635047.1,556983.6,534852.7,599146.7,676356.2,741709.4,821227.8,876641.8,920489.6,933496.7
Pacifica,550420.0,503246.9,498828.5,607294.4,684773.9,782881.3,872398.7,939397.4,1068352.3,1083626.5
Palermo,115028.4,94915.1,93854.8,112806.7,124078.9,132774.5,148763.9,159739.9,175765.6,202819.0
Palm Desert,284121.5,263190.5,257342.5,284875.5,313826.3,323092.0,319506.7,322163.4,344746.0,360081.3
Palm Springs,232275.1,216275.7,213024.4,251714.1,290691.1,316589.0,324134.7,334045.8,374017.8,393477.9
Palmdale,151760.2,146605.0,142108.4,170169.7,208416.0,225570.9,245849.3,272983.8,307907.7,326230.8
Palo Alto,1273271.9,1246028.5,1414714.4,1727661.8,2116371.9,2565781.2,2547084.4,2531612.5,3032229.2,2939515.4
Palomar Mountain,169664.9,145266.6,150235.0,176746.6,204794.2,219975.0,244437.4,273764.9,291489.9,298234.2
Palos Verdes Estates,1372657.8,1334887.3,1324278.0,1479073.8,1628628.4,1665871.6,1624661.2,1734591.9,1903812.9,1967725.6
Paradise,372843.1,342488.4,316998.1,351215.1,391413.4,417269.4,453622.4,494114.5,534162.1,553890.9
Paramount,202309.2,192266.3,184953.8,215835.0,264520.6,293820.2,310400.4,347832.7,400549.0,428501.0
Parlier,102110.2,90526.3,92918.3,107756.1,124626.6,137587.8,151830.6,166288.7,180444.1,192265.8
Pasadena,533248.6,504494.4,495222.6,560618.6,622713.5,652078.6,663805.8,723205.5,810852.8,829950.6
Paso Robles,300342.3,281464.1,293360.7,347124.1,385120.5,404750.3,429878.0,474217.0,501560.9,508177.1
Patterson,147870.5,146431.7,145841.7,184501.3,239878.2,260988.8,282995.3,310930.9,346893.1,366527.5
Pauma Valley,386213.5,352904.1,338547.7,381277.6,427579.7,461394.2,485602.0,510043.3,523673.3,526628.6
Pearblossom,142151.5,128718.0,124665.5,146338.3,180992.9,188771.4,199576.7,225610.7,261905.6,288249.0
Penn Valley,286748.5,250633.0,231176.3,268984.0,303546.6,319672.7,337607.4,358702.4,391062.8,398296.4
Penngrove,599312.1,549930.4,535641.5,615361.1,693507.4,769317.4,848420.2,901915.4,1000177.1,1004109.1
Penryn,392789.9,356421.1,349081.6,404758.0,457640.8,499309.3,537646.7,573267.4,623894.2,648028.7
Perris,147550.6,145702.4,145828.0,176727.5,221500.9,244848.7,266168.0,287057.8,316211.2,331222.4
Pescadero,659315.8,559961.0,551560.0,671372.8,761054.4,857759.6,898399.0,975819.6,1090008.5,1074002.7
Petaluma,433232.6,399480.3,379568.7,444917.7,517166.8,570953.3,618446.7,658962.3,717872.2,718962.6
Phelan,136504.0,131479.9,125249.0,146557.8,179761.0,197673.7,213776.1,240896.4,278181.1,281416.0
Pico Rivera,273800.0,265149.1,258374.4,293468.5,336297.8,361168.9,379103.8,418663.1,467943.2,492518.5
Piedmont,1215462.2,1187665.0,1180936.2,1372326.4,1540926.5,1747957.1,1865257.2,1937131.4,2095694.3,2089360.5
Pilot Hill,340401.0,315490.7,282911.7,324831.8,377178.4,406333.1,436128.0,476033.8,511546.5,519451.6
Pine Grove,184517.1,175784.9,179972.6,203900.8,232329.6,256162.5,278570.0,299876.5,324869.1,336504.4
Pine Mountain Club,190616.1,161124.6,153648.6,161132.7,179329.5,191356.8,203292.9,218561.4,237858.0,254964.6
Pinon Hills,147472.1,136064.8,130500.6,152172.5,179450.3,196313.8,212621.1,242787.1,282244.8,286675.0
Pioneer,144878.7,137543.2,137095.8,153520.2,175281.9,191720.6,214190.7,236200.5,261300.9,270181.2
Pismo Beach,545308.0,507096.7,533162.2,596959.5,650164.9,697322.3,735708.5,826446.9,868073.9,866930.4
Pittsburg,156650.2,148447.9,155169.7,207992.8,271865.3,308583.0,351922.9,388013.9,426459.8,439831.1
Pixley,82272.6,73476.4,70888.5,81168.3,96419.5,110418.4,121693.6,139862.3,151127.3,162755.5
Placentia,443208.4,417936.7,406633.6,467259.2,521771.5,550286.2,577741.0,629327.8,672320.5,678342.0
Placerville,275292.3,248374.5,234337.5,267908.3,306287.5,330269.5,359251.4,388746.0,412180.7,422655.4
Planada,71148.4,60324.9,57361.7,69954.6,87755.8,98361.0,112343.4,128511.8,145421.0,167862.2
Pleasant Hill,450585.5,398106.8,398436.0,491315.8,570027.3,626126.9,670017.6,714451.2,765469.1,770704.7
Pleasanton,705622.2,676305.7,661139.1,761839.6,848271.9,931009.4,1003620.7,1046222.7,1155961.3,1144164.9
Plumas Eureka,203581.1,200996.5,206804.7,204387.3,223241.1,225793.9,236269.0,250085.4,271278.4,286437.2
Plymouth,241810.5,233932.1,231651.3,260920.5,305551.8,344971.7,384131.7,411727.4,456639.7,475575.7
Point Reyes Station,685515.3,616437.7,602786.9,737470.1,810368.1,907458.8,988379.3,1046193.6,1120391.9,1119110.0
Pollock Pines,197537.9,171195.8,159100.5,187043.6,220131.3,238320.7,263923.3,291825.9,314238.7,321310.6
Pomona,216393.8,209994.0,204318.3,247418.3,298250.0,323669.3,338994.2,373886.8,418823.0,438785.3
Port Hueneme,249932.3,238046.0,213369.8,248659.1,294256.0,320551.2,347078.7,377820.8,401708.2,411908.5
Porterville,132265.4,113679.4,109580.0,126573.2,142995.2,153191.6,163917.7,183404.3,198061.4,210744.0
Portola,110058.6,109130.9,110995.6,114452.5,130084.3,138384.0,153189.4,168235.7,186737.3,203180.8
Portola Valley,2006557.0,1914099.2,1995370.2,2340223.8,2676178.1,2993248.5,3160310.7,3099542.0,3294321.6,3274333.0
Potrero,221353.7,211832.1,202824.8,229153.3,278583.4,297423.5,309395.5,334922.0,375110.9,381395.6
Potter Valley,278609.6,271104.7,261596.0,289688.6,325568.1,360102.5,397151.4,436605.7,462139.9,477264.6
Poway,506832.6,477571.0,473131.1,536966.5,587861.5,623378.5,655217.9,695189.3,733911.6,747891.9
Prather,280313.7,248376.8,240872.1,260908.8,291206.3,310536.1,327934.8,348902.0,369684.6,384851.2
Quincy,173136.9,164244.2,164261.2,171849.0,190938.6,198829.9,213828.4,227854.9,248014.3,257002.9
Ramona,346374.2,316474.2,309982.6,357733.9,409374.5,438769.8,477174.1,511410.2,540928.5,544809.3
Ranchita,257887.1,215970.0,206808.6,247429.0,291723.4,300566.6,328575.1,365389.6,406106.1,369506.0
Rancho Cordova,213162.3,191627.7,181428.1,225845.5,267307.0,286228.4,312658.6,342891.3,372771.3,384633.5
Rancho Cucamonga,322312.0,311330.8,299502.0,351669.5,411377.6,431003.1,444426.0,479741.0,521598.6,526585.9
Rancho Mirage,408129.3,382580.3,378660.2,414295.7,453140.9,461392.3,457987.5,458952.4,489299.0,508040.9
Rancho Palos Verdes,848191.8,822860.8,813648.6,914923.0,993832.7,1003124.6,1015425.6,1108466.0,1222791.2,1262306.7
Rancho Santa Fe,1848457.9,1797186.2,1783724.6,1977344.3,2186545.0,2290532.9,2303720.3,2333185.5,2426035.3,2399600.9
Rancho Santa Margarita,399080.6,374496.8,364786.3,437872.4,503698.8,525337.7,549676.0,593683.2,635330.1,635438.7
Raymond,178922.0,175246.5,174885.4,199062.9,230052.0,252194.1,267882.3,286600.8,326698.7,338191.8
Redding,201528.6,187345.6,179700.5,195805.8,215869.7,227693.5,237594.4,251591.5,267012.8,282822.8
Redlands,265884.7,248214.8,234175.5,268701.4,309705.6,330610.0,342811.4,379429.4,419479.6,427400.0
Redondo Beach,657999.4,630595.3,617785.2,696296.7,766409.9,797864.8,828417.6,907550.1,1028230.1,1057029.5
Redwood City,672236.7,630898.6,661724.5,807449.9,939871.5,1121640.4,1256163.7,1318421.1,1518774.4,1508910.3
Redwood Valley,356448.6,344537.1,333569.0,357678.7,408207.0,434061.3,469014.4,510298.6,524148.6,547565.4
Reedley,161811.1,142170.8,141835.0,158452.4,176598.4,187550.4,203031.7,221632.6,239755.7,249347.2
Rescue,380110.1,353316.7,332459.9,382105.7,426068.7,461763.8,500082.0,536651.4,570008.1,592706.0
Rialto,156322.3,158681.3,158913.0,194165.4,239923.0,259029.7,276354.9,304360.4,344210.3,360507.9
Richmond,207719.3,171528.6,174723.8,235105.0,303410.5,353344.4,413667.4,456288.7,507006.5,524021.1
Ridgecrest,165759.6,155694.4,146470.1,147148.7,148974.9,154002.1,163758.4,180529.1,194099.9,201616.5
Rio Dell,221305.4,210538.5,193732.7,194219.6,202798.2,207771.1,228076.9,255765.0,270342.6,293309.4
Rio Linda,139489.4,125656.6,122585.2,162952.6,200170.2,221711.5,250873.9,280045.3,305555.4,317057.7
Rio Oso,280135.4,268390.1,259330.4,273862.9,312197.5,355227.7,374180.1,424021.1,454306.2,468073.0
Rio Vista,217357.9,202992.3,188935.2,225654.5,273110.5,300699.8,324964.6,353117.4,381192.4,388037.9
Ripon,258637.3,235010.7,234380.8,283750.4,333243.1,366006.9,396963.9,428361.2,460511.6,479223.9
Riverbank,161789.1,153134.0,146131.0,179977.5,222977.1,243347.6,268350.6,291928.1,316287.9,328858.7
Riverdale,145129.0,125826.7,113725.7,124869.3,142387.9,155404.7,170125.0,188218.4,205910.0,221004.3
Riverside,211443.4,205180.4,206541.8,249957.0,298579.7,324565.1,343989.8,365396.4,400244.7,412844.7
Rocklin,298938.9,278474.1,276308.5,336142.6,382764.6,405098.5,428616.5,455627.6,485638.2,504612.9
Rohnert Park,302275.3,279928.6,265947.8,328387.5,390305.6,427624.2,471464.5,504740.8,557995.1,559304.7
Rolling Hills,1402718.9,1375043.1,1407104.3,1607119.4,1793814.2,1850071.0,1828150.6,1995079.3,2243759.4,2373884.5
Rolling Hills Estates,957399.7,923328.8,904238.5,1010896.1,1108291.8,1132544.4,1136839.7,1219842.3,1338863.0,1369803.8
Rosamond,120629.3,112401.4,113759.6,133992.8,157093.7,168910.7,185547.4,209468.9,239594.1,255871.5
Rosemead,405802.1,384493.5,375274.4,425513.4,473039.2,496687.1,502941.4,543612.6,608635.4,629312.1
Rosemont,163929.4,145129.4,137809.4,177367.1,214944.9,232200.6,259063.3,285951.4,315301.6,330768.5
Roseville,284107.3,266119.7,263069.8,319062.6,361773.1,379559.6,402288.3,430055.4,457145.7,472678.1
Ross,2009537.0,1875000.4,1935009.0,2157403.9,2310813.2,2602358.6,2749924.4,2791472.7,2905715.6,2882709.8
Rough and Ready,289586.4,255392.5,245773.6,275466.1,307793.5,342662.3,374936.5,398450.3,424155.5,432400.1
Rowland Heights,457011.1,435961.6,424197.6,485709.9,551818.9,575811.7,579092.6,615540.3,663683.8,669401.6
Running Springs,137742.4,122943.6,109342.8,119471.6,137640.6,150105.7,162510.1,182038.6,215953.1,223894.5
Sacramento,164356.6,149370.3,145365.0,186027.7,222128.1,243365.5,275734.1,303975.0,330534.9,342821.9
Saint Helena,933909.5,910017.1,882934.2,1010153.0,1100917.3,1198877.1,1296618.1,1361425.9,1434165.1,1461231.8
Salida,159240.4,150387.0,145864.4,180036.1,228977.3,249665.2,272682.9,296917.5,323733.7,341190.4
Salinas,246756.3,237143.9,234877.8,278500.2,337750.3,370551.0,408174.0,440777.4,468437.9,490597.1
San Andreas,125280.8,125475.0,126841.6,142140.5,164437.9,178146.6,200545.8,227090.0,255710.9,263136.3
San Anselmo,730862.0,677400.3,711901.1,848844.4,943533.3,1034863.6,1104200.9,1167813.9,1259759.1,1245153.3
San Bernardino,119384.8,118461.2,115967.9,141019.1,175260.4,194960.7,210678.7,238739.6,275611.0,289502.8
San Bruno,477354.9,440888.0,448694.3,554904.8,638901.2,736664.3,828418.3,895081.7,1027768.9,1041492.9
San Carlos,857567.2,827198.6,875266.7,1071564.4,1275530.5,1498542.7,1621401.2,1688568.2,1908994.2,1861856.3
San Clemente,619816.8,571559.2,569474.1,665914.3,746104.6,773166.2,799581.7,864583.8,932401.7,935027.1
San Diego,401561.7,378433.8,376461.8,438203.5,484564.2,513680.1,548150.0,588067.9,630605.6,642380.1
San Dimas,408350.3,388637.3,373151.7,418927.1,477434.4,509551.9,526689.9,566781.0,619473.0,630936.7
San Fernando,230811.3,229516.6,225161.6,268512.4,313610.4,337297.5,358360.7,396974.0,451794.9,481225.0
San Francisco,669525.1,628446.8,662593.8,799166.0,918964.3,1075753.3,1151329.7,1185362.2,1296882.3,1299272.9
San Gabriel,508404.0,486142.8,485819.6,554712.1,616261.6,643760.5,647189.0,701487.1,777254.2,783384.5
San Geronimo,628454.2,570165.6,539026.4,624358.0,673279.4,757107.0,830364.6,870811.6,934434.3,931841.8
San Jacinto,129514.8,127226.4,128629.6,158524.9,193986.2,210691.1,229438.5,250071.4,279181.9,291944.7
San Joaquin,91268.2,75000.8,76421.9,90979.6,106780.7,116180.6,129049.3,146826.3,163540.0,175835.7
San Jose,463895.6,435699.3,458178.4,570320.6,646116.5,730391.2,783150.1,813893.9,1006491.3,1014061.4
San Juan Bautista,400843.9,377959.9,378411.8,435924.5,508444.2,562696.4,625242.5,651715.2,671844.4,697751.7
San Juan Capistrano,489269.1,457911.8,457514.4,542314.8,614781.4,637163.6,663109.6,715332.5,765114.0,760363.3
San Leandro,355381.7,322684.7,300702.9,373528.3,438135.2,492812.5,555016.5,600970.2,669078.0,674092.5
San Lorenzo,325969.5,296792.6,282684.4,354552.3,420779.6,472649.9,529659.7,576922.7,653320.5,658904.6
San Luis Obispo,483278.9,447154.3,458653.7,529823.1,580557.3,614023.2,644493.9,700474.5,739579.3,749176.3
San Marcos,383715.0,365697.2,359597.3,411506.5,470553.5,507907.8,541475.9,573260.3,605968.3,615749.9
San Marino,1449520.8,1414330.5,1411271.7,1642398.9,1937071.6,2046944.0,1946794.8,2045484.0,2232942.6,2259151.5
San Martin,634078.2,566911.9,590882.7,710726.9,813721.4,910747.3,937098.4,951342.1,1132638.7,1147274.0
San Mateo,656444.3,614691.5,635193.5,773857.1,898499.1,1052284.3,1158574.3,1238667.5,1430179.2,1409430.7
San Miguel,246120.2,224006.8,217072.0,258386.6,297163.1,319140.8,338721.0,375469.5,398316.6,408600.2
San Pablo,139681.1,139398.7,148424.1,200344.3,265389.0,306104.4,357820.4,394802.2,436943.5,459725.0
San Rafael,592121.3,536764.4,552609.1,659753.6,729510.8,807412.1,865809.9,911860.6,984503.3,987858.1
San Ramon,598813.1,606723.8,610996.3,713115.9,812506.3,882701.4,937805.4,976805.4,1046805.5,1061816.9
Sanger,149032.5,135315.7,136176.7,154110.5,175977.1,191685.5,208466.2,225376.6,245860.8,261958.2
Santa Ana,280420.3,270933.2,269049.8,326629.2,375938.7,399638.8,419916.0,468938.9,524812.9,535747.8
Santa Barbara,810797.0,733044.3,705579.3,812590.7,922576.0,989708.7,1047451.4,1071905.5,1108113.3,1113157.1
Santa Clara,522796.0,492673.3,523201.7,649267.9,743979.4,873738.8,951947.3,990671.8,1273106.2,1273954.6
Santa Clarita,369327.0,344730.1,327680.9,376013.9,431867.6,453741.4,474570.2,508526.2,551184.5,562234.6
Santa Cruz,611039.4,571549.1,565573.8,638636.9,704871.6,781895.2,850458.8,909891.4,988183.2,973500.6
Santa Fe Springs,293586.5,281292.1,277110.2,318713.9,357946.8,380464.0,397001.8,437387.7,484809.8,502963.3
Santa Maria,247298.9,224947.5,212670.1,248816.0,293270.3,319382.3,346465.5,364236.4,383841.0,396951.4
Santa Monica,836156.3,800922.6,802472.8,930389.8,1064660.1,1133089.4,1135815.4,1244451.1,1482005.1,1527865.7
Santa Paula,293560.3,278610.1,259901.9,301443.8,350882.5,377971.7,406934.3,435573.7,465581.5,477962.6
Santa Rosa,340889.7,314726.0,299910.1,358409.9,421059.7,464441.6,508950.3,544879.5,600825.7,594486.4
Santa Ynez,897687.6,803810.4,743347.7,822568.3,922414.3,1001277.4,1057963.7,1080063.9,1107056.8,1142967.6
Santa Ysabel,403719.4,364432.0,353796.9,401739.5,438427.0,467488.6,500991.8,541420.9,571478.0,567516.5
Santee,297758.9,280022.5,279509.1,327277.0,380651.0,408561.8,438440.2,469423.2,496714.7,511269.8
Saratoga,1366213.5,1320662.2,1440265.7,1699316.4,1900065.8,2160672.4,2204754.9,2204105.3,2647544.6,2696387.2
Sausalito,784513.9,711534.3,725988.1,859935.4,970126.3,1101698.8,1187370.6,1230743.7,1312461.2,1319112.9
Scotts Valley,606338.5,563730.0,558633.2,637760.5,714341.4,785168.1,844729.9,888932.0,948229.2,949937.9
Seal Beach,406143.4,365843.5,353241.9,397916.2,433924.5,455832.3,476883.6,527925.6,573086.2,583180.9
Seaside,305130.5,283818.5,283250.8,340126.1,388519.0,411746.8,450490.6,488358.8,523526.9,546839.9
Sebastopol,546207.0,507433.3,498391.1,569615.9,639095.4,715319.7,777711.6,824668.5,891687.8,899200.5
Selma,140485.3,125216.6,125594.3,141850.8,160175.9,172282.6,186572.3,199899.5,216642.5,229671.7
Shafter,136811.4,119607.8,119781.0,139767.8,163293.8,179619.4,193970.4,205319.5,220158.9,234531.4
Shaver Lake,353220.3,326263.4,315742.8,332397.8,344871.0,357591.8,376222.7,385166.0,400532.2,407630.0
Sheridan,168280.9,161775.0,161562.5,190899.1,224385.8,250645.1,286020.7,319646.9,345642.0,363955.6
Shingle Springs,314558.1,289383.6,271817.3,317700.8,361789.9,381562.9,411922.3,442549.3,473919.2,491251.3
Sierra City,146014.4,148405.7,146773.6,159658.7,172219.2,186151.2,199314.5,214940.9,231874.7,239952.3
Sierra Madre,661006.7,625458.1,621197.2,700173.7,787139.2,814342.3,827272.1,902497.3,991197.8,1011345.2
Sierraville,164605.7,157573.0,153084.9,169604.2,184242.5,210490.1,239859.3,264877.3,297386.4,312910.5
Signal Hill,354690.2,321356.8,296409.3,337148.8,393671.4,419926.8,431084.0,455609.1,511106.4,532235.3
Silverado,393172.7,364132.5,355898.5,425857.5,499698.9,529951.4,551464.2,614769.8,669296.2,664679.5
Simi Valley,421177.2,400750.2,376069.6,422174.1,471504.6,498908.9,530266.1,559115.6,587343.7,594986.5
Sloughhouse,308900.4,283314.1,289951.7,347213.4,389783.6,415103.1,446297.8,482495.7,516924.0,529136.6
Smartsville,196720.2,183486.1,178334.4,204371.3,244077.0,271536.5,308138.3,331705.4,362973.1,371118.8
Smith River,212503.5,202126.6,198285.5,204834.5,215357.0,230392.7,251185.3,263270.7,290459.2,307108.7
Snelling,164395.3,160591.7,142512.0,166223.0,207240.9,238084.9,257046.4,285863.5,302384.6,322407.9
Soda Springs,381155.0,347853.9,324410.8,354071.0,382283.7,422246.4,447302.1,459802.2,490595.9,511194.7
Solana Beach,818070.7,790125.0,787584.3,882917.5,995793.3,1097618.1,1174586.8,1245113.4,1310989.6,1311012.4
Soledad,168822.3,165622.7,164082.1,194090.8,250429.5,292119.6,327275.2,351220.1,375330.7,396661.1
Solvang,624406.5,554477.5,511265.2,580756.6,639308.8,681262.4,734639.8,761816.6,784754.2,801364.4
Somerset,265641.1,226306.6,199238.5,226005.2,267330.9,292116.7,319167.2,349907.1,373292.5,376078.0
Somis,829977.5,789836.4,715483.7,763608.5,833522.6,868102.7,912291.9,969649.4,1019611.1,1060613.1
Sonoma,485781.3,444004.7,427741.5,497325.4,580077.3,648781.4,711603.3,742943.5,809146.1,803452.5
Soquel,607091.1,555896.2,551404.2,626761.2,699947.1,768434.5,843945.8,884068.0,948813.1,929598.9
South El Monte,281029.0,270987.3,263176.7,300527.8,346139.4,366706.9,383200.7,422328.5,474961.4,490874.8
South Gate,242041.9,234784.6,233189.2,267116.1,310068.6,336348.1,355069.0,392223.1,440418.8,465036.1
South Lake Tahoe,323233.3,288995.3,264985.7,302158.2,346192.9,372601.2,397060.6,426875.8,463525.2,475068.2
South Pasadena,737513.0,708697.4,696806.2,788248.1,893437.5,941988.8,931976.6,1013936.7,1178199.0,1218606.6
South San Francisco,482279.8,446935.9,458779.1,567063.7,649937.2,746064.4,830766.8,887066.0,1014644.7,1017816.0
Spring Valley,268642.7,257474.6,256476.2,307626.7,354012.0,385473.0,420278.6,452897.3,480024.7,491785.0
