RegionName,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019
Los Angeles,519086.8705,520795.4969,520182.7237,519609.8609,519783.0807,521113.4881,520898.7311,518780.2906,514954.2241,511811.8893,508446.463,505554.7798,508330.2802,517958.0773,530844.1092,541668.1791,548989.1003,555620.5933,554980.7369,549165.2497,539738.1037,534826.4544,534273.4146,536858.1461,545698.3715,558782.4765,573911.9969,585706.9871,594153.4585,601175.6766,600815.2503,596922.5398,590742.3563,590172.7496,591612.8734,594582.7018,602181.3539,614841.3081,630484.2489,643881.8677,654008.7197,660567.6054,667356.4349,676460.6921,688384.9798,699849.1813,708056.5761,712409.8052,709454.1269,700675.4895,689737.6217,681427.9234,676395.3949,673391.4878,674809.9795,680916.2787,690119.7903,699291.9243,707653.715,715568.6204
San Diego,498102.5395,501577.9078,504701.819,507138.1752,509440.5554,511860.1239,513724.0679,515918.7906,518778.098,523231.0109,527751.5649,531936.6653,536379.4338,540468.0508,543320.7436,544651.598,545276.604,546587.1749,547611.7612,549117.3932,550512.0769,553576.4327,557461.6946,562837.145,567829.4955,572510.26,575803.625,579163.9944,582012.7963,585670.6701,588344.8167,591918.0023,595631.6411,600993.8381,605740.1937,611195.7325,616112.0179,620671.9233,623708.5516,626079.7972,628875.2866,631242.7269,633200.5954,634933.5389,636471.9157,638152.5614,639000.0019,638818.084,638402.7209,637968.7977,638852.7495,640233.767,641166.9632,641985.9658,641865.5188,642445.3571,642902.9057,644614.8456,647382.5104,650739.4621
San Jose,697018.8767,704653.9123,708807.4571,710431.7721,712064.2494,715527.1671,723134.2266,733472.485,747090.0595,760303.2246,771417.3254,780773.754,789379.9518,797627.8178,801177.5198,800638.8448,797001.4918,793270.9469,786894.4966,778186.5348,768577.1535,762632.2723,760485.9947,761928.7434,768904.9417,780868.853,795388.4096,807466.8472,816600.4604,825147.3812,827657.0112,825931.5792,822718.8193,825410.8975,830625.8793,840005.2225,857730.6187,888483.3779,925846.7349,965204.6326,1000072.027,1025935.786,1044307.969,1057628.8,1069928.282,1078779.167,1082629.405,1081348.933,1072225.179,1057193.464,1039633.879,1023505.916,1010750.089,999301.2026,992577.3986,989539.5153,991810.3544,994379.2403,997223.8429,1000597.046
San Francisco,996609.0324,1013222.825,1028767.016,1042639.075,1056898.294,1072250.648,1085495.635,1097599.282,1109882.242,1124523.133,1136499.913,1144652.782,1153086.866,1163690.451,1171773.873,1173899.446,1168863.111,1162404.869,1150702.932,1139944.254,1130360.489,1129207.243,1132660.593,1139362.182,1145789.144,1152293.957,1158911.733,1165216.879,1171614.399,1179343.089,1186632.015,1192307.534,1199447.273,1209545.677,1224435.908,1238808.742,1254291.736,1265668.346,1276198.348,1285115.466,1297983.815,1309772.19,1313863.347,1312458.745,1310291.105,1312174.407,1313519.962,1311250.175,1306153.186,1297200.048,1288392.352,1283121.341,1281107.186,1283964.966,1290062.039,1298975.945,1306905.903,1312538.35,1318441.922,1324411.596
Sacramento,231406.3255,233267.7603,235163.533,237216.8241,239528.2714,241926.8908,243930.479,245727.8111,248008.4387,251146.6084,254841.2545,258221.9194,261676.7924,264923.4483,268023.8466,270761.717,273313.455,275701.3455,277441.3337,278926.184,280844.7459,283152.51,285833.5995,288210.7657,290846.6637,293391.2225,296080.1826,298569.2374,300938.9844,303157.4194,305115.8064,307016.5489,309023.3929,311689.7968,314427.8441,317443.3806,320562.7264,323650.2011,326447.6715,328364.7218,330287.3128,331912.0752,333101.1338,333688.7461,333888.156,334366.4393,334813.2022,335336.7623,336194.7634,337446.666,339118.2485,340311.6912,341109.9562,341755.5363,342574.1346,343578.605,344865.9577,346613.3782,349017.0953,351276.7593
Fresno,182555.2656,182926.7264,183106.6846,183565.594,184342.7222,185332.4825,186536.4091,188150.0851,190005.1589,192106.1729,193680.8877,195153.2547,196432.4779,197715.8866,198500.3191,199081.5605,199397.056,199958.7131,200497.1704,201606.1781,202984.8119,204667.0293,206144.5978,207739.4882,209296.6219,210978.7474,212480.5694,214063.1165,215532.4146,217104.9778,218548.2842,220048.6833,221484.4217,223224.4005,225027.8484,227221.1235,229706.1533,232414.5774,234972.562,236879.6272,238569.8828,239987.9984,241736.8585,243429.4927,244896.9254,245953.6444,246560.3191,247420.2135,248887.8914,250970.1488,252822.6413,253762.226,253962.0583,254089.4503,254211.296,254821.5997,255408.0487,256493.8011,257691.6886,259054.5476
Long Beach,439716.6233,440860.3331,440198.9728,439724.9317,440070.8686,441579.8391,442381.2771,441850.1708,439609.3988,437018.9049,433711.5521,430581.3638,433265.2925,442135.2796,454412.5196,463950.1987,469741.7032,474337.7349,472971.2231,468242.8896,460974.0943,457327.5359,456594.3085,458154.7502,465778.8347,477444.5879,490395.1046,499615.5522,505604.486,510562.1481,510396.3897,507910.8518,504108.683,504539.1215,506755.2879,510135.4404,516545.378,525306.6494,534881.3401,542701.96,549355.8343,554609.4983,559632.0481,566212.2889,575073.9974,584515.3516,591389.5079,595482.7669,593784.2823,588328.2917,580802.3873,575186.3547,571507.4873,569099.1511,570282.7484,575064.1431,582860.7554,590368.0596,596878.3367,602507.833
Bakersfield,210070.1583,210889.3638,211593.6887,212332.7436,212836.5305,213706.0224,214535.0565,215418.4464,216018.5799,217000.4868,218104.6899,219166.8327,220093.1699,220906.2765,221200.406,221341.1164,221098.5671,221183.5106,220933.822,220663.5153,220482.998,220798.8234,221352.1034,222107.826,222686.6819,223376.8339,224017.3686,224990.5842,225632.2256,226275.58,226296.9553,226677.5683,227131.9341,228351.107,229689.7189,231153.7424,232426.2229,233676.791,234839.075,235830.8722,236764.5652,237673.1246,238728.4185,239510.8769,240188.8323,240805.4248,241566.5805,242596.1005,243719.6248,245096.0698,246498.558,247906.6055,249059.9535,249964.0884,250469.1273,251044.4138,251553.9525,252336.8842,253291.7073,254463.5566
Oakland,475930.2877,483536.064,490469.6749,498132.5709,506558.9629,514951.5538,521496.9649,528972.0876,538112.0828,549977.1548,559972.8982,569727.6381,579103.5925,588654.4501,596696.458,603485.4946,608290.169,611702.9541,611544.1412,612628.1535,613468.0989,617021.9585,620509.5488,626291.7468,632811.249,639186.7526,643975.9336,649183.65,653388.9689,657745.1698,660666.6767,665459.5676,671148.6044,678157.9129,684593.2442,691981.8621,700711.5971,709498.9637,717710.1044,723922.1248,729711.739,733312.6703,733785.2363,733896.3491,733919.8204,735612.1261,735874.3655,734992.1255,732854.4158,729601.2659,728104.3519,727292.1974,727408.797,728120.8314,730159.8413,733323.7184,735581.8206,738141.0944,741450.6158,745248.2437
Riverside,313144.3746,314628.514,316374.0043,318283.4508,320581.4394,322775.7334,324672.5991,327233.7889,330102.7215,333292.9945,335737.0952,337954.6718,340352.8571,342568.8971,344029.2166,344817.0843,345451.422,346582.7756,346854.474,346645.8137,345093.9961,343570.4209,341692.8709,340218.1037,341225.1407,344792.2783,350786.992,356542.6991,361103.7901,364762.3597,367787.1343,371781.4319,375914.038,380151.9722,383336.3925,386571.9798,389612.6844,392242.442,393953.4453,395438.8592,397248.4442,399411.1694,401350.4003,403410.3481,405238.3484,407347.1467,408469.1983,409213.7526,409371.662,410159.2817,410941.4485,411594.3921,411090.024,410725.5922,410903.9404,411958.5066,413622.3934,415471.4071,418020.4391,420276.7905
Anaheim,472820.8797,475471.6955,477545.3285,478944.0649,480155.2977,481582.9728,483981.5036,484671.5683,483807.9147,480570.8837,476969.6573,473024.3854,475118.0785,482630.2728,493508.2805,501440.4668,506634.7364,510994.699,515097.2647,515089.2566,510962.4989,504697.0232,501678.8415,501952.3752,508058.7304,517573.082,529577.639,537578.3063,543228.5537,546810.7953,550281.1557,554736.872,561246.9851,569528.2318,577376.1812,585447.3547,591156.4234,593773.5736,592488.1126,590255.2913,589576.6114,590006.837,590566.2851,592767.5344,596016.708,601104.9776,604934.2264,606981.5964,604570.7132,599633.4874,594737.8646,593467.4386,594278.8968,595660.7617,597076.8349,599909.8614,604290.0968,609623.376,614689.177,619286.2741
Stockton,194587.5685,195637.4243,197041.1315,198900.9566,200784.4069,202632.5942,204377.282,206255.6121,208348.508,210895.796,213149.4868,215391.2083,217441.4174,219869.0473,222106.0393,224323.1548,226361.7611,228374.4605,230233.4058,232136.1003,234382.9003,237029.6044,239603.1038,241953.4608,244238.4713,247038.5026,250186.7221,253413.0091,255906.2611,258025.3899,259810.5663,261929.6069,264198.5436,266916.8188,269359.6536,272006.4769,274804.6079,278151.0759,281791.5654,285203.3774,288516.1764,291114.5895,292965.4786,294332.813,295090.7646,296309.1053,297251.4745,298623.8285,299837.738,301387.307,302932.5698,303897.6527,304618.4795,305422.277,306294.4253,307479.2397,308553.1334,309962.3515,311429.0653,312766.9519
Santa Ana,397562.4658,398562.4672,398580.9817,398668.6683,399679.6164,401231.6986,403911.8635,404700.5286,404030.5359,400562.745,396288.7267,391885.151,393985.8342,402070.5619,413170.7233,420900.5686,426062.854,430797.9726,434724.15,434004.668,428961.2248,421375.1763,417232.5334,415705.2568,421541.2476,431798.2075,446022.2878,456500.7713,463928.2191,468549.7422,472205.472,476762.8344,483353.5414,492656.3648,501930.3365,512018.223,519186.9468,522710.2798,521748.0966,519428.0225,518814.3664,519277.2538,520064.9619,522366.0098,525893.2453,531688.0859,536509.3631,540068.5465,538413.1024,533856.0263,528742.6838,527153.5612,527462.2838,528153.7916,529286.5849,532112.5741,536851.1378,542911.674,549079.3038,554951.1243
Irvine,762060.1429,766241.8409,769465.6677,769690.2281,769449.0542,768801.2258,768801.4635,765125.3262,759003.184,752017.0928,747167.1069,743745.6708,748325.7242,758604.9053,771762.0075,779689.2728,783719.5604,785764.3444,787092.7399,782995.3877,775433.1417,767067.2794,764222.7072,765563.2606,774673.0752,787465.2997,803598.4341,814534.5594,822818.7662,828115.1086,832772.6686,838035.9361,845762.1324,855691.0076,865791.7471,876875.2953,885434.1782,890346.092,890018.964,889263.7375,889978.1164,891775.664,892919.9435,895687.428,899581.7632,904953.3599,909552.3564,912432.2519,910013.2561,903275.0634,894767.7475,890318.9742,887852.185,886409.1118,884411.0863,884380.2821,887008.1027,891308.0098,894969.1109,897289.9745
Modesto,204789.664,206063.0887,207375.8721,208956.9505,210561.0322,212042.7388,213887.3457,216144.7707,218770.6763,221116.1275,223542.246,226052.904,228749.2414,231110.2692,232784.603,234200.515,235233.8563,236766.19,238528.6015,240246.3106,241753.9377,243297.8814,245559.0283,248002.4926,250430.8303,252624.6124,254965.8698,257178.0205,258676.3836,259877.5384,261154.2397,262816.8215,264867.7087,267230.4972,269884.1477,272682.003,275467.3079,278358.1504,281075.9302,283122.314,285102.3578,286502.7854,287922.0632,288826.8241,289758.1051,290793.2912,291843.4765,293133.2404,294554.2516,296391.5225,298415.4584,299888.5332,300667.6264,300953.576,301709.4647,302783.3612,304123.2734,305414.5103,307255.189,309142.2283
Chula Vista,426465.0025,429082.9706,432464.625,435880.8509,439258.6726,442997.1089,446134.2621,449619.1501,453056.8639,457325.2249,461400.7423,465271.3062,469114.2222,472857.9825,475376.3615,476977.187,477805.0887,479796.8453,481619.361,483557.8785,484405.4979,486282.8345,488340.3047,491699.821,494906.7429,498377.5176,500810.6776,503350.3033,505276.2726,508120.9231,510218.2221,513207.6157,515886.0713,519478.9465,522341.3889,525621.4019,527994.1704,530099.1468,531343.2378,532461.5053,533943.0805,535240.0792,536848.694,538129.0879,539104.376,540037.2992,540278.2912,540203.1412,540328.6464,541208.1293,542769.04,543847.0729,544285.7758,544589.4743,545269.4387,546732.0798,547933.3028,549061.4054,551235.5396,554784.178
San Bernardino,190652.968,191842.8073,192322.9124,193207.1022,194731.0354,196430.9889,198149.4373,198728.6262,198614.6358,197173.4666,195191.7988,192482.6813,192203.218,195158.2526,200807.3624,206478.5608,211509.9195,216027.712,219641.7559,222795.5342,222402.1611,218960.3938,213124.4876,209035.4722,209513.7576,214302.5156,222361.0095,229839.75,235365.9746,239190.8443,241806.9726,244366.8462,248191.7999,253743.3717,260080.6378,266111.5339,270209.6475,272390.6707,272405.6035,271695.713,271433.8516,271912.9612,273111.1087,274673.6269,277152.5236,280715.6856,284272.898,287357.1674,288706.9555,289108.9923,288553.2691,288064.1225,287358.343,286375.3524,285686.0346,285870.7275,287582.0303,290853.582,295563.2579,300311.1999
Santa Clarita,448987.2774,450282.2843,450958.002,451784.9114,452976.087,454841.7307,456185.1581,456637.6188,455914.8376,455655.6812,455469.9334,455202.7661,457405.9721,462857.9409,469946.7334,475707.5566,479310.4889,482446.7566,482580.5833,480615.7872,476697.8665,474943.4472,475144.5168,477184.4646,482944.1933,491076.1438,499935.6882,506133.3918,510315.663,513951.2825,514668.6156,514433.3309,513818.7013,515734.221,518078.341,521224.882,525870.015,532112.2629,538241.2361,543025.4805,546689.026,549333.9342,552742.1141,557122.9573,562287.7875,566781.4095,569449.2458,570558.3816,568849.1965,565266.7528,560829.8845,558015.3774,556489.666,555561.8974,555724.3238,557519.5452,560978.7911,564931.3271,569242.317,573405.9193
Fremont,766701.2177,778598.7341,790174.7521,800404.2988,809965.5878,819333.035,828977.1615,839148.3907,848815.107,859218.2428,868377.819,878695.8277,890273.295,903067.5258,913146.4555,918857.5182,920021.4259,918129.0375,914878.9521,912972.2924,912050.4785,912824.7567,914757.1516,920551.5091,929415.9936,938546.9653,946536.9854,953489.4682,958924.7201,963959.6939,967202.1093,971848.277,978716.7357,989556.9735,1002523.478,1019681.191,1039108.239,1058427.64,1077013.41,1096296.021,1117784.407,1136337.151,1147655.009,1155395.74,1159483.071,1162485.822,1160361.848,1154495.124,1145320.483,1134069.488,1123032.058,1114874.531,1107842.274,1102633.657,1096687.108,1092662.274,1088155.516,1084514.554,1082466.74,1082349.887
Fontana,312551.3513,313250.8513,313576.8599,314716.4997,316754.6783,319107.0205,321206.6605,322123.5547,322358.8038,321749.5023,321069.1657,320342.661,321246.1393,324327.9155,328730.32,333283.6251,336999.2871,340361.3329,342893.9932,345370.1713,345013.0498,342656.9508,338456.3672,336342.1568,337870.8899,342664.1621,349064.1087,354597.5438,358368.196,360891.7543,362170.3345,363745.5617,366723.886,371381.6371,376332.6199,381175.1824,384827.0171,387027.078,387499.2923,387561.8435,388550.7876,390088.8104,391737.0251,393638.156,395992.1748,399424.9767,402386.7003,404521.7459,405070.7191,405508.9024,406008.7953,406647.0874,406346.2927,405709.2887,405280.7137,405571.4794,406830.3382,409195.009,412520.0991,416140.2055
Oxnard,406561.9845,408947.9328,411482.9955,413653.3749,416070.7036,418284.2114,420643.8651,422846.8439,425490.6718,428784.6224,432098.7312,435230.8901,438617.7322,441885.7764,444980.9665,447403.6614,449512.159,451554.2568,453050.9744,454495.298,455699.0477,458043.9701,460608.4954,464037.477,467616.0672,471670.2092,474848.7142,477018.2127,478250.371,479606.9828,480720.0347,481962.2971,483282.3629,485817.5165,488724.4308,493006.6311,497182.4845,500945.6547,503502.1496,505133.5227,507127.4398,509007.6353,510026.5508,510663.1324,510712.8771,512077.4901,512839.7451,513784.8398,514765.9418,516230.8714,518427.6112,519923.6865,520658.5152,520403.2698,520316.6193,520582.0732,521263.4185,522748.9016,525193.3882,528013.2203
Santa Rosa,440248.6508,444956.9379,449833.5416,454666.5734,458977.0721,462645.3879,465814.8734,469201.9455,473805.7332,479275.4278,484569.1182,489303.8466,493530.5763,498000.6824,501578.834,504396.4054,505625.7892,507862.1651,510548.0871,513469.4648,514576.593,516148.9285,518854.1276,522812.054,526596.743,530027.1062,533086.8215,536174.6408,539152.3018,543339.2351,546045.6776,548914.0507,552004.7125,556254.934,560806.7055,566151.044,573666.9804,581796.7338,589833.8581,596772.8004,603706.4802,608953.1856,611796.2768,612723.2412,611567.6453,609853.6804,606404.8841,602832.6954,599490.5401,597254.7952,595930.3156,595030.9819,594287.1393,593813.8718,593008.0178,592672.9169,592688.2837,592806.4154,593271.6624,593582.0258
Corona,399894.7196,401605.3461,403762.0199,405470.0625,407217.347,408843.9604,410571.7205,412833.6689,415136.0171,417206.2767,418954.6199,420869.176,423399.6237,425441.2462,426534.2008,426540.261,426213.3393,426325.7145,426360.9378,426104.4464,424558.6266,423245.566,422432.1266,422761.4093,424804.7454,428350.2512,433145.9538,437632.5385,441422.5111,444958.7887,447852.641,451234.247,454713.3658,458864.4583,462427.2194,465922.2588,469293.6829,472392.9313,475407.0315,478149.8026,480736.7495,482977.678,484944.8381,486907.0388,488124.1028,489300.8673,489938.8322,490317.672,490146.0129,490645.6316,491449.3037,492334.0123,492028.0827,491831.2253,491976.453,492629.7834,493534.7924,494628.1641,496443.7417,498144.9645
Oceanside,410101.4257,413139.1619,416202.0764,418670.9124,420795.573,422781.6735,424507.7245,426732.6011,429640.8996,433833.6641,438058.6233,441737.1354,445211.0088,448371.4749,450504.3646,451825.3871,452576.7417,454068.5392,455394.1764,457225.5514,458847.2166,462011.7568,465541.1413,470310.2017,474288.7693,478183.7963,481229.4876,484748.4076,487681.1281,491083.1459,493554.0014,496793.4309,499790.3179,503878.5411,507516.573,511652.8425,514626.6537,516748.8378,518002.5861,519283.833,520974.9929,521961.2784,522891.0664,523543.5093,524394.3675,525250.1498,525817.9279,525544.9187,525224.3199,526066.5222,528611.0124,531715.0246,533622.7184,534648.9959,535051.2316,536013.9833,536966.4056,538347.6064,540352.9298,543178.7711
Moreno Valley,246545.4869,247326.4453,248183.6924,249576.5133,251525.5628,253885.0565,256100.3388,258427.977,260514.141,262673.5409,264473.6375,266195.7603,267875.7177,269690.4015,271426.5875,273201.5951,274799.3833,276624.9889,277923.1969,278891.5563,278790.6535,278756.2141,278297.5713,277902.2761,278615.9549,280835.0905,284555.0277,287986.2556,290995.6762,293786.9708,296263.8481,298986.1584,301601.1633,304458.3032,306974.3115,309725.3249,312601.7572,315206.9534,317468.5166,319183.9529,321102.968,323157.4447,325341.2814,327478.9076,328868.2019,330509.7121,331634.9814,332911.2937,333587.7451,334449.1763,335366.5825,336083.7237,336348.5544,336737.4524,337578.4236,338915.5629,340490.9745,342009.1432,344149.4993,346121.6956
Salinas,355183.7148,357203.4041,358875.8905,361332.481,364229.3935,367105.199,370327.0773,373936.8493,378299.6141,382895.8512,386679.1884,390543.6647,394480.5022,399009.5154,401641.1832,403313.7539,404116.0304,405973.707,407934.2994,410333.1057,412952.5271,416331.033,419242.4497,422759.444,426190.0019,430477.9516,433569.0571,436216.2857,437602.2493,439472.1975,441301.7531,443662.3245,446151.0836,449184.2142,451337.218,454165.0159,456468.595,459945.3119,462045.8751,464199.7209,466062.6923,467856.2605,469217.0192,470575.8517,472182.7673,474982.7947,477499.1449,480218.3344,481998.8773,483878.3582,485757.962,487559.5014,488877.369,490087.0053,491037.3059,492201.1433,493312.3549,495020.0952,497376.2735,500058.8042
Glendale,602502.3694,603813.0349,602922.8327,602484.2568,603334.1296,604711.304,604079.8053,600176.7299,593648.6917,587666.801,581807.2875,576991.8363,580436.6424,593247.1587,611333.5981,626161.2964,635786.1408,643311.7444,641608.605,634253.0576,623721.4325,618910.0169,618893.1475,622207.9465,633575.6688,650568.5713,669221.4882,682995.5938,692717.2004,701857.3818,702459.179,698404.661,691535.9766,691608.6393,693752.7734,696641.518,704354.6638,718760.4629,736801.6209,753316.9733,765663.5878,774028.4138,781665.1606,793180.9676,808157.1281,822917.9803,832757.1358,838312.6826,835104.4897,824968.5309,811149.1147,800873.5565,794716.6568,791654.0483,793092.5912,799716.976,810133.9432,820727.1696,829409.3627,837519.3491
Lancaster,196721.3528,196914.4198,196449.0671,196094.3879,196115.3301,197068.7158,198573.5606,200275.1149,201473.877,202708.6693,203730.9457,204546.3581,205785.1237,207977.1061,210874.0566,213897.2427,216669.9887,219519.2257,221301.0624,222270.0325,222060.5721,221992.5876,222012.1387,222522.3455,225059.9435,229659.5831,235361.5703,239811.1983,243125.9829,246374.3319,248327.7141,249288.2676,249828.7723,251846.3441,254365.519,256919.1642,260046.0172,264215.7041,268723.0289,272640.7251,275896.437,278733.8468,281972.0805,285687.603,289697.7901,293538.3337,296677.0571,299095.3664,299922.1655,299502.5283,298294.3415,297179.7358,296425.0849,295938.7921,296188.9711,297401.8119,299234.6465,301500.8824,304444.8175,307755.3872
Huntington Beach,672804.1059,676628.2274,678774.6686,678748.8716,679186.7736,679272.2621,680983.6531,679217.1672,674807.2192,667347.0058,659737.6556,653178.1241,657304.0939,670620.3944,689542.2257,701781.3915,708359.8111,711466.9119,713937.9276,710526.435,702819.2984,693158.507,689635.9156,690924.2872,700667.1552,714985.8284,732068.4224,743393.3219,750759.8073,755666.0509,760253.8795,766040.9678,774071.3963,784900.1188,795381.1418,806837.672,815371.3787,819756.8599,818080.3317,814730.6619,813388.5969,813509.3499,812553.1587,814195.9784,818039.4287,825571.164,831345.773,833752.5044,830523.7014,823307.3871,816073.5653,813307.9887,813187.2172,814755.1273,816212.9603,820188.708,826861.0009,834722.0246,841457.3428,846148.6555
Hayward,451675.8565,455457.152,459464.1744,464592.1992,470657.5707,476375.9369,481724.5139,487754.5858,494573.2068,502090.6339,508607.1258,514862.7875,520877.7645,527406.6149,533484.0389,538419.0874,541479.32,543269.9935,544853.7936,546735.6723,548061.9453,550403.2385,553227.6744,558314.7842,563606.6336,569156.3784,573901.8361,579445.4598,584599.1387,589425.1166,592092.7336,595075.2952,599368.0278,606325.7983,614046.0571,623976.5264,634053.682,644454.8691,653334.5334,661288.3693,668895.353,675581.8324,679690.715,682681.571,684203.2765,685832.543,686255.0092,685414.6226,683187.2899,680171.5327,677952.9054,677236.9792,676126.4553,674743.1346,673016.7167,672337.3036,670908.8683,670204.1796,670023.7239,671545.5918
Whittier,424809.3501,425175.6191,424745.149,425116.1391,426429.3467,428365.2795,429968.0428,430194.4323,428897.3483,426618.5795,423484.7747,420128.4973,422017.3327,429465.8872,440295.8672,448901.3102,454418.7174,458858.5516,459024.6963,456233.236,450652.7978,447226.7895,446414.0791,448228.7925,455065.4213,465593.7972,477670.869,486746.4989,492768.7842,496893.6963,496998.1676,495255.9004,493317.727,494134.0751,495947.5475,498750.1262,504135.2413,512015.3765,519964.4586,526245.8783,530812.3125,534030.1867,537194.887,541736.9764,547861.0759,554533.6671,559525.3015,562965.9172,561196.5606,555849.8174,548510.7365,543938.7405,541644.6457,540767.7311,542279.6118,546448.0606,553028.3698,559790.1524,566251.0306,571804.5174
Palmdale,220911.4984,221465.2803,221519.1673,221941.3122,222515.116,223909.9656,225628.0053,227394.6035,228626.5305,229895.4931,231015.1325,232028.5337,233411.8882,235863.0683,238866.4409,242157.3411,244991.0175,248069.4486,249920.6522,250991.6557,250906.4598,251105.8891,251509.6977,252397.9464,254808.9293,258958.894,264016.8514,268272.656,271465.2145,274481.6086,276305.712,277651.6866,278905.2246,281232.3662,283668.3091,286037.9728,289051.5764,292978.8748,297083.9269,300701.9076,303865.1518,306555.7223,309550.0831,312840.6094,316406.6507,319638.3022,322223.2074,323996.4738,324871.321,324748.288,324261.0818,323572.5228,323359.4706,323287.2772,323906.8177,325091.5792,326893.7785,328928.4032,331491.1406,334357.944
Elk Grove,326972.302,328991.5823,331266.8075,333499.5721,335912.4736,338329.5769,340219.8995,341855.2515,343696.2503,345957.298,348627.5442,351158.736,354150.0119,357052.3952,359675.8192,362169.8479,364603.0861,366775.5659,368420.3229,369491.0978,370673.5678,372132.1392,374577.8464,377743.5944,381232.9236,384587.9625,387738.8295,390943.9416,393785.7727,396394.173,398750.5821,401277.9241,404011.0949,407425.1418,410937.9358,415098.0656,419672.388,424055.5207,427925.174,430768.874,433783.3486,436083.6967,437707.9991,438349.3971,438348.6639,438120.9786,437655.5606,437445.2374,437944.7521,439042.0991,440800.8311,442106.5259,443089.5076,443656.1677,444144.0434,444586.2217,445004.3382,445855.264,447946.8845,450693.6609
Ontario,319946.8642,321065.0385,321180.1122,322023.4837,323978.839,325715.78,327073.7585,326554.0017,325398.2509,322723.4143,319937.1775,316712.8266,317552.4111,323101.9644,331910.8931,339370.7496,344615.586,348294.0438,350903.0648,353235.2289,351617.0108,346308.6012,338193.7487,333425.0714,336341.1252,345309.2823,357327.798,366860.2474,373450.042,378220.5396,381562.0986,384829.7167,389584.676,396727.788,404724.8079,412325.3635,416934.2162,418695.7796,417424.9454,416338.3072,416566.5781,417777.3656,419238.5133,421195.0991,424224.517,428668.502,433320.2013,437528.063,439168.0372,438506.909,436521.6763,435098.2218,433989.2806,432934.7873,432214.6074,432373.347,434119.9311,437825.0012,442878.8587,448221.9262
Garden Grove,456487.2607,458568.1109,460201.5962,461143.3038,462368.8398,464021.2439,466879.1323,467551.9956,465779.6504,461210.0235,456292.1249,451498.7646,453703.0268,462028.5601,474496.1533,483438.437,489312.0305,494216.356,498537.6854,498118.9985,493146.3656,485463.138,481532.3996,481012.8224,487657.5656,498011.8991,511800.4283,522144.2509,530374.3972,535796.0004,540262.373,545897.5315,553835.6578,564180.4489,573763.9124,583654.7698,590731.7165,594235.3682,592865.973,590245.4506,589215.5746,589937.1151,590473.6843,593181.3572,597216.021,603953.0808,609356.0044,612792.133,610772.3997,605553.2531,600077.6898,598609.9784,599791.9585,601330.2626,603009.4226,606282.5724,612063.3067,619478.6701,626807.0853,633208.1848
Escondido,422665.4215,425231.011,427720.6599,430278.2671,432792.9608,435465.4784,437291.3163,439484.6442,442498.2928,446326.7199,450559.5428,454264.7901,458429.7019,462115.8547,464573.4085,466263.7108,467418.0679,469586.454,471316.6187,473292.8592,474438.5585,476749.3367,479309.3651,483235.173,486795.6886,490464.7404,493194.6448,496253.1569,498640.0098,501642.2015,503787.5706,506690.2878,509341.0964,512928.1359,515952.234,519586.6432,522318.9853,524364.0816,525042.4392,525766.6047,527124.6969,528375.3309,529824.6103,531119.6524,532186.0783,533191.754,533522.3458,533424.8649,533359.089,534468.4175,536982.678,539807.0836,541092.1407,541637.2993,541750.6006,542660.7776,543542.9167,544570.4571,546163.6955,548572.4658
El Cajon,412309.9232,415244.949,418326.4898,421132.259,423659.9825,425674.0694,427074.3193,429066.2721,432344.5991,436786.1743,440975.7178,444736.7268,449042.1787,453344.836,456493.8553,458342.4875,459339.1921,461055.0272,462462.9193,464058.3212,465027.0657,466959.6037,469290.2194,473008.9827,476990.2751,481073.2685,483895.481,486504.5543,488636.7414,491774.7835,494246.0067,497520.4649,500302.4679,503815.434,506597.1814,509899.1515,512561.2642,515145.73,517123.3681,518885.3902,520649.0941,521445.5677,522078.9718,522776.4479,523494.6448,524545.9646,524917.9354,524851.3343,525021.0689,525589.3465,527286.2945,529130.0456,530500.3144,531578.8389,532337.6471,533360.8983,533794.8251,534372.2226,536085.1164,538963.8982
