year,GEO_ID,NAME,DP03_0001E,DP03_0018E,DP03_0026E,DP03_0032E,DP03_0046E,DP03_0051E,DP03_0095E
2015,1600000US0678582,Thousand Oaks,104528,62273,63727,63727,63727,45593,128931
2015,1600000US0680000,Torrance,122542,70515,73513,73513,73513,54436,147668
2015,1600000US0680238,Tracy,67247,42529,43620,43620,43620,25423,86938
2015,1600000US0680812,Turlock,55474,29825,31035,31035,31035,25993,71744
2015,1600000US0680854,Tustin,61967,40723,41572,41572,41572,24433,80355
2015,1600000US0681204,Union City,62501,25085,37436,37436,37436,21306,74357
2015,1600000US0681344,Upland,61972,35992,36705,36705,36705,27427,76134
2015,1600000US0681554,Vacaville,76659,41676,41731,41731,41731,31103,88825
2015,1600000US0681666,Vallejo,99875,51715,53924,53924,53924,42429,120754
2015,1600000US0682590,Victorville,89452,39662,40385,40385,40385,33774,117303
2015,1600000US0682954,Visalia,95618,49588,50558,50558,50558,41345,129238
2015,1600000US0682996,Vista,74444,48600,48648,48648,48648,28142,99052
2015,1600000US0683346,Walnut Creek,N,28768,29844,29844,29844,30572,68170
2015,1600000US0684200,West Covina,89569,52362,53799,53799,53799,30233,107975
2015,1600000US0684550,Westminster,78214,44145,45127,45127,45127,28002,91926
2015,1600000US0685292,Whittier,70950,42688,43357,43357,43357,27548,86950
2015,1600000US0686832,Yorba Linda,55623,32475,33011,33011,33011,22559,67895
2015,1600000US0686972,Yuba City,50767,24382,24323,24323,24323,22787,65496
